Export;EXP-2024-001 (2024-04-15T14:51:39+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-03-17T06:00:00+01:00;2024-03-17T07:00:00+01:00;;17.21;5.65;23.34;;9.21;;;;;;12.29;13.37;;;24.93;;16.9;14.73;12.17;;;19.3;;;;;;;14.05;;;14.18;14.06;;;;;12.38;4.85;;;;;
NO2;uur;µg/m³;2024-03-17T07:00:00+01:00;2024-03-17T08:00:00+01:00;;16.66;4.54;23.27;11.62;9.26;7.32;14.81;13.04;15.26;10.22;11.56;11.13;18.62;22.24;23.29;21.68;17.6;14.06;12.2;9.87;21.1;18.4;40.75;26.73;6.55;14.49;6.42;10.68;14.54;14.19;11.37;14.68;14.6;18.91;14.25;12.65;11.19;14.33;5.2;5.01;8.99;3.55;7.44;6.14
NO2;uur;µg/m³;2024-03-17T08:00:00+01:00;2024-03-17T09:00:00+01:00;10.47;11.57;4.54;7.62;7.88;7.66;7.6;13.78;11.03;12.09;8.09;8.66;8.27;11;31.97;36.25;26.75;19.2;8.58;10.89;10.61;22.19;17.44;20.2;29.08;6.81;13.91;7.25;11.49;13.78;15.14;11.17;13.27;16.11;19.76;11.31;12.44;10.51;15.19;7.94;5.73;6.37;2.7;5.14;6.86
NO2;uur;µg/m³;2024-03-17T09:00:00+01:00;2024-03-17T10:00:00+01:00;9.59;10.12;5;6.05;4.91;6.23;9.34;12.71;10.53;12.16;8.93;7.43;8.65;9.99;21.28;21.46;28.37;17.27;7.57;9.34;10.32;22.7;16.71;15.4;31.61;6.94;13.62;5.98;12.03;13.29;15.01;13.66;11.97;10.97;20.4;9.06;10.2;7.91;15.2;8.53;5.82;4.86;3.3;7.94;5.44
NO2;uur;µg/m³;2024-03-17T10:00:00+01:00;2024-03-17T11:00:00+01:00;8.27;8.24;4.96;6.46;5.12;6.29;17.57;10.89;8.98;13.03;7.08;6.64;6.88;9;10.03;8.75;25.31;18.54;6.45;7.76;10.11;21.73;17.1;16.17;27.72;7.61;14.09;5.65;9.81;12.49;14.95;13.51;10.85;9.51;19.43;8.43;11.74;8.05;12.44;9.03;5.83;5.59;4.87;7.13;3.85
NO2;uur;µg/m³;2024-03-17T11:00:00+01:00;2024-03-17T12:00:00+01:00;6.71;8.05;3.73;7.08;5;5.43;14.09;11.45;9.58;12.2;5.85;9.01;6.36;7.93;7.24;6.89;26.46;15.92;8.18;8.05;9.41;22.41;17.72;22.95;28.03;6.83;12.51;4.59;9.57;11.29;13.51;8.84;9.5;9.55;15.19;6.43;11.51;7.64;7.76;8.08;6.49;5.74;5.35;10.33;5.03
NO2;uur;µg/m³;2024-03-17T12:00:00+01:00;2024-03-17T13:00:00+01:00;7.04;6.23;3.41;8.41;4.32;4.91;20.52;10.7;9.26;12.32;6.33;9.95;5.47;7.47;7.19;5.37;26.97;17.48;10.6;7.54;9.45;24.49;17.6;20.55;32;5.77;12.62;5.84;10.22;10.64;11.76;10.6;8.69;7.06;10.9;7.95;13.8;9.29;12.74;6.77;6.81;5.62;4.65;13.63;6.07
NO2;uur;µg/m³;2024-03-17T13:00:00+01:00;2024-03-17T14:00:00+01:00;6.33;6.64;2.98;10.04;4.02;5.17;11.11;11.55;9.34;13.61;5.35;6.08;6.54;8.72;5.35;4.05;25.58;16.91;8.7;5.52;9.31;22.17;15.39;18.15;27.51;5.39;11.65;10.53;7.92;12.25;14.56;8.77;9.7;6.58;11.55;10.08;15;9.78;8.26;3.62;5.93;5.25;5.71;14.71;5.39
NO2;uur;µg/m³;2024-03-17T14:00:00+01:00;2024-03-17T15:00:00+01:00;6.16;6.32;2.89;10.53;3.51;5.32;6.67;9.39;8.45;9.79;4.08;5.12;5.5;6.72;8.56;3.91;21.87;13.58;5.32;5.12;7.55;20.93;13.26;14.46;28.42;7.69;11.06;9.11;5.74;12.73;12.03;7.67;9.77;5.75;11.75;13.77;15.89;11.26;7.6;5.34;4.57;4.25;6.16;14.66;5.07
NO2;uur;µg/m³;2024-03-17T15:00:00+01:00;2024-03-17T16:00:00+01:00;5.13;4.38;3.21;13.16;3.29;3.4;5.74;10.07;7.77;9.32;4.14;4.24;5.09;6.06;9.13;7;18.58;13.25;4.43;4.38;6.6;19.47;10.49;12.11;29.69;9.16;9;9.69;6.5;11.3;11.98;6.66;9.42;7.04;12.29;17.91;15.04;10.19;9.7;4.7;4.89;4.48;5.95;17.35;6.11
NO2;uur;µg/m³;2024-03-17T16:00:00+01:00;2024-03-17T17:00:00+01:00;4.96;3.39;3.54;10.93;4;4.41;4.51;11.01;8.55;13.91;4.06;5.36;5.45;5.33;6.99;9.6;22.62;15.96;4.7;5.37;5.83;24.71;13.76;13.27;38.82;10.57;9.72;12.23;7.62;13.1;14.32;7.63;10.28;6.62;9.85;16.94;16.53;11.55;10.61;5.34;5.96;4.31;5.83;15.8;6.3
NO2;uur;µg/m³;2024-03-17T17:00:00+01:00;2024-03-17T18:00:00+01:00;7.18;4.02;3.71;10.42;4.81;5.51;5.01;13.15;10.59;16.79;4.54;5.65;5.5;5.58;7.89;11.42;23.61;14.03;5.3;5.8;7.71;22.48;11.21;11.45;43.5;11.62;14.07;14.41;9.97;18.94;26.98;10.97;14.64;5.87;9.12;16.48;20.42;14.07;10.92;7.03;6.31;4.57;5.27;18.12;6.23
NO2;uur;µg/m³;2024-03-17T18:00:00+01:00;2024-03-17T19:00:00+01:00;9.1;9.67;5.47;14.15;8.21;4.69;5.44;15.24;13.07;13.92;6.34;5.81;10.74;7.32;5.95;12.63;22.46;15.7;3.43;4.78;6.23;20.88;13.3;11.82;38.97;14.73;14.5;13.96;8.36;23.66;38.3;10.61;19.33;8.11;8.27;16.99;19.43;14.04;8.21;8.62;8.41;4.8;5.15;13.75;8.85
NO2;uur;µg/m³;2024-03-17T19:00:00+01:00;2024-03-17T20:00:00+01:00;11.63;9.84;6.01;11.55;9.13;6.58;6.74;16.83;20.87;11.26;5.65;5.67;11.56;9.37;5.05;6.56;20.71;13.48;4.15;4.02;6.43;20.42;9.99;12.88;24.45;16.93;16.15;12.65;8.71;18.32;19.58;13.8;17.22;8.74;7.96;16.15;21.82;14.75;8.99;7.75;9.98;5.38;5.54;14.91;7.48
NO2;uur;µg/m³;2024-03-17T20:00:00+01:00;2024-03-17T21:00:00+01:00;9.59;18.82;4.96;10.71;10.94;5;9.86;15.2;9.83;11.19;6.47;5.22;9.43;14.4;12.48;4.39;16.22;13.56;4.25;4.25;5.12;17.06;12.44;19.35;22.75;13.92;9.96;11.26;7.77;14.28;19.78;11.76;13.35;6.23;7.84;18.65;23.46;16.56;8.2;5.23;8.23;7.39;5.51;13.5;8.32
NO2;uur;µg/m³;2024-03-17T21:00:00+01:00;2024-03-17T22:00:00+01:00;10.55;12.29;5.43;7.64;7.83;3.9;18.4;12.48;7.65;8.87;5.86;4.77;6.19;9.72;12.91;5.45;20.87;9.05;4.74;4.85;4.88;19;12.72;19.13;22.2;11.68;5.99;11.02;6.93;11.55;14.15;8.7;11.06;5.21;13.1;19.63;19.7;15.43;8.96;5.14;5.15;5.91;5.66;11.28;8.59
NO2;uur;µg/m³;2024-03-17T22:00:00+01:00;2024-03-17T23:00:00+01:00;8.04;7.2;5.61;6.63;6.1;3.73;34;11.07;11.43;9.34;6.95;7.56;4.75;7.18;21.53;6.37;20.76;9.15;11.46;4.84;5.96;23.31;17.94;20.9;24.5;11.55;6.22;9.47;4.99;9.17;9.26;6.94;8.27;7.07;9.44;18.24;16.59;13.84;9.44;5.01;5.21;6.13;4.66;8.4;7.84
NO2;uur;µg/m³;2024-03-17T23:00:00+01:00;2024-03-18T00:00:00+01:00;;5.23;4.49;5.14;4.64;3.84;15.05;9.74;6.41;10.76;9.34;11.67;4.98;6.12;15.3;5.72;20;14.17;10.01;5.87;9.09;21.51;17;32.84;24.38;14.38;6.48;10.13;5.51;5.36;7.33;6.06;5.46;8.25;10.23;17.65;11.29;9.78;9.32;5.26;5.01;5.74;4.2;7.94;7.81
NO2;uur;µg/m³;2024-03-18T00:00:00+01:00;2024-03-18T01:00:00+01:00;;5.74;3.09;5.82;4.51;4.34;15.9;6.84;5.76;16.14;12.77;12.07;5.65;5.77;6.65;5.85;23.49;13.01;11.1;12.35;11.69;23.24;17.32;;26.29;13.2;10.51;9.86;6.05;6.51;9.08;14.15;6.52;7.48;11.62;;8.8;7.21;9.38;7.49;5.93;6.12;4.24;6.32;5.58
NO2;uur;µg/m³;2024-03-18T01:00:00+01:00;2024-03-18T02:00:00+01:00;6.66;4.84;2.2;5.14;4.62;4.55;18.47;4.92;4.77;10.98;10.64;11.11;4.64;6.11;10.56;6.69;18.75;14.32;9.63;13.35;10.31;21.81;16.29;32.93;23.02;16.82;9.2;8.18;6.66;9.09;16.3;15.87;9.67;8.72;11.63;7.97;5.58;5.43;9.75;7.3;5.94;6.46;4.25;6.23;5.22
NO2;uur;µg/m³;2024-03-18T02:00:00+01:00;2024-03-18T03:00:00+01:00;7.41;4.66;2.39;4.15;3.62;5.68;20.61;5.78;4.71;12.35;10.44;12.96;4.49;5.63;6.98;6.8;14.28;15.48;9.98;12.71;10.28;17.65;12.06;27.6;18.39;11.53;8.55;6.47;7.08;8.88;11.09;12.63;10.01;15.07;11.79;6.23;5.1;5.09;10.99;7.03;5.89;6.01;4.76;6.47;5.34
NO2;uur;µg/m³;2024-03-18T03:00:00+01:00;2024-03-18T04:00:00+01:00;9.08;3.59;1.81;3.57;3.75;5.68;20.12;5.9;4.34;11.58;9.99;13.98;4.28;4.43;7.56;6.23;16.32;23.52;10.63;12.11;12.25;15.78;12.45;33.55;16.91;21.52;8.11;4.72;8.53;9.69;12.2;16.67;10.19;11.42;16.53;5.29;6.01;5.97;10.76;7.91;5.98;6.98;5.18;5.64;5.34
NO2;uur;µg/m³;2024-03-18T04:00:00+01:00;2024-03-18T05:00:00+01:00;10.73;3.86;1.99;4.07;3.82;5.56;23.12;6.83;6.77;12.76;9.65;11.46;6.33;6.9;8.76;6.61;22.84;30.07;8.38;11.95;12.78;18.53;18.69;42.42;23.89;11.11;9.42;4.27;10.38;10.88;14.03;16.79;11.01;13.94;20.28;7.28;6.07;5.6;10.82;5.68;5.64;6.87;5.42;5.79;5.34
NO2;uur;µg/m³;2024-03-18T05:00:00+01:00;2024-03-18T06:00:00+01:00;11.55;5.58;3.94;10.08;6.81;5.06;9.59;8.37;17.42;17.32;12.38;11.59;9.28;7.35;9.11;5.06;39.56;28.43;14.8;11.87;16.15;32;25.17;42.2;47.79;54.66;13.44;5.78;9.32;10.42;11.52;24.28;9.79;10.23;16.76;6.23;7.92;7.21;10.55;6.14;5.51;7.38;5.59;10.58;5.79
NO2;uur;µg/m³;2024-03-18T06:00:00+01:00;2024-03-18T07:00:00+01:00;16.32;13.1;3.14;17.58;14.25;7.59;12.12;17.77;24.81;25.32;21.03;12.93;13.39;6.18;10.78;3.79;25.39;41.6;11.5;12.58;13.65;39.28;39.99;28.39;58.73;23.08;16.36;10.17;10.26;17.49;20.03;29.79;12.71;11.31;13.15;8.15;14.88;11.39;8.83;8.68;6.77;7.47;6.73;21.62;6.96
NO2;uur;µg/m³;2024-03-18T07:00:00+01:00;2024-03-18T08:00:00+01:00;15.45;12.71;16.25;28.03;17.42;9.2;21.3;17.77;33.15;39.04;33.4;12.01;17.2;6.16;15.74;7.49;31.08;55.85;15.07;16.68;15.35;40.04;49.23;38.61;42.23;15.85;25.46;14.78;12.26;27.97;31.68;28.73;15.86;11.28;13.5;10.8;20.38;16.42;8.48;9.06;8.62;8.39;7.67;23.48;9.01
NO2;uur;µg/m³;2024-03-18T08:00:00+01:00;2024-03-18T09:00:00+01:00;16.08;8.35;16.55;24.15;13.43;8.58;25.8;17.98;31.78;38.82;33.42;11.36;16.38;8.42;17.06;10.28;36.04;56.2;13.14;18.35;18.42;40.71;46.69;40.23;42.3;22.43;29.69;8.42;17.24;29.89;28.78;24.93;19.06;16.38;12.44;8.34;23.27;19.64;6.6;11.31;7.07;10.16;7.28;27.22;10.09
NO2;uur;µg/m³;2024-03-18T09:00:00+01:00;2024-03-18T10:00:00+01:00;;9.86;10.25;14.25;9.36;7.37;18.45;17.06;24.52;33.1;21.73;11.76;12.4;8;18.98;12.08;28.96;49.12;10.5;16.47;18.5;32.61;24.72;37.31;24.19;23.77;20.73;5.93;21.16;22.58;23.84;25.7;18.67;22.05;11.45;7.93;20.87;14.16;6.23;8.22;7.86;10.13;7.98;21.94;10.04
NO2;uur;µg/m³;2024-03-18T10:00:00+01:00;2024-03-18T11:00:00+01:00;;9.7;6.23;10.8;8.26;7.59;15.93;16.66;17.58;24.53;15.28;10.81;8.2;7.87;15.22;11.15;21.24;32.63;8.51;15.77;15.28;29.98;15.36;34.72;16.64;10.53;18.14;6.57;9.96;23.74;20.4;20;16.86;21.02;9.14;8.44;22.18;11.55;7;6.87;8.54;10.09;7.36;26.04;9.55
NO2;uur;µg/m³;2024-03-18T11:00:00+01:00;2024-03-18T12:00:00+01:00;;9.26;4.07;11.84;4.93;7.74;15.21;15.02;14.51;16.22;10.63;9.94;7.79;7.24;19.44;10.29;15.29;23.94;7.66;18.04;7.22;21.11;8.95;39.68;10.25;5.65;13.1;7.22;6.94;14.05;15.35;16.03;11.76;17.85;10.71;11.65;21.27;9.49;6;5.39;9.44;10.96;8.12;27.45;10.35
NO2;uur;µg/m³;2024-03-18T12:00:00+01:00;2024-03-18T13:00:00+01:00;5.87;7.61;4.47;8.15;4.13;6.91;17.51;16.06;12.77;15.45;6.71;4.9;6.22;5.43;16.05;10.87;14.5;24.45;4.43;14.5;5.51;20.88;8.46;31.25;13.75;4.59;10.47;10.67;4.74;10.39;9.98;15;8.8;8.02;7.83;8.01;21.43;9.73;4.83;12.2;6.66;12.76;9.44;23.61;10.2
NO2;uur;µg/m³;2024-03-18T13:00:00+01:00;2024-03-18T14:00:00+01:00;7.48;6.1;4.96;12.77;6.56;5.9;8.57;11.96;14.46;17.25;9.89;6.39;5.57;7.13;13.19;6.41;10.62;21.83;4.88;6.41;7.82;18.81;9.61;22.34;16.47;3.34;9.95;6.81;2.44;10.68;8.06;11.96;5.85;6.81;6.2;6.56;26.49;11.16;4.82;10.67;5.07;11.52;9.87;26.66;10.44
NO2;uur;µg/m³;2024-03-18T14:00:00+01:00;2024-03-18T15:00:00+01:00;7.51;7.06;3.29;12.42;4.57;5.4;11.89;16.28;13.32;22;12.05;10.59;3.72;6.49;12.53;9;11.41;27.8;8.11;7;15.03;19.55;14.19;32.44;24.34;3.19;15.13;5.31;3.06;8.21;7.87;12.65;4.87;9.32;6.81;3.86;27.78;15.48;6.22;6.66;3.8;10.96;6.93;27.55;12.36
NO2;uur;µg/m³;2024-03-18T15:00:00+01:00;2024-03-18T16:00:00+01:00;7.03;6.26;2.96;11.73;3.97;6.19;12.71;15.94;18.72;21.47;13.04;7.85;3.81;6.14;7.76;6.75;30.62;13.71;8.16;10.24;11.28;32.65;14.32;32.36;44.33;2.56;19.38;2.06;7.42;15.58;11.62;20.21;7.77;10.15;7.13;2.56;32.55;19.11;7.42;2.46;3.55;11.31;4.82;31.21;12.63
NO2;uur;µg/m³;2024-03-18T16:00:00+01:00;2024-03-18T17:00:00+01:00;8.59;6.67;4.75;13.22;5.61;9.25;11.83;19.5;25.87;19.34;11.11;9.88;11.14;8.73;7.99;3.06;31.96;21.66;9.88;12.36;30.24;37.29;19.46;22.41;44.34;3.26;20.55;2.68;10.64;18.88;17.22;24.7;12.88;7.83;8.7;5.35;30.87;16.75;6.59;2.55;2.81;11.81;2.58;19.08;10.35
NO2;uur;µg/m³;2024-03-18T17:00:00+01:00;2024-03-18T18:00:00+01:00;12.06;6.52;5.03;15.8;6.86;10.83;10.09;19.78;31.34;22.62;13.05;9.42;10.71;10.29;8.34;2.24;19.99;24.08;5.85;11.97;23.72;33.46;26.5;15.86;43.65;4.68;35.68;3.45;12.35;17.82;17.47;25.67;12.73;9.48;11.89;11.49;35.83;18.98;7.75;2.54;2.44;14.45;1.79;12.26;9.82
NO2;uur;µg/m³;2024-03-18T18:00:00+01:00;2024-03-18T19:00:00+01:00;25.91;14.93;7.06;32.9;13.5;12.38;7.71;31.85;26.3;26.05;9.79;9.55;11.15;16.75;9.6;7.48;30.27;34.92;5.61;12.64;9.24;43;35.3;28.39;63.45;8.16;28.67;4.41;16.88;17.97;20.52;30.45;13.74;10.1;21.09;10.04;47.37;30.77;7.08;6.87;3.24;15.83;3.12;18.13;9.49
NO2;uur;µg/m³;2024-03-18T19:00:00+01:00;2024-03-18T20:00:00+01:00;21.77;19.38;7.6;47.91;35.78;11.7;8.9;31.08;26.45;41.39;26.29;9.13;11.94;13.76;11.56;5.2;54.11;44.03;9.8;26.42;13.18;51.41;34.42;56.42;58.04;11.62;19.38;7.86;21.98;21.15;19.46;41.71;13.92;11.78;16.96;9.9;55.17;42.59;8.59;14.79;6.29;20;12.18;59.55;7.33
NO2;uur;µg/m³;2024-03-18T20:00:00+01:00;2024-03-18T21:00:00+01:00;19.73;16.8;10.36;51.23;41.36;13.37;9.88;33.99;31.03;62.44;44.06;9.5;11.61;15.63;19.4;5.44;62.41;55.49;14.08;39.05;17.09;62.04;61.38;73.59;71.96;18.18;24.41;9.18;14.27;34.73;28.88;42.73;19.63;20.27;18.5;10.67;43.29;38.21;9.26;13.22;12.43;18.88;14.61;68.96;6.98
NO2;uur;µg/m³;2024-03-18T21:00:00+01:00;2024-03-18T22:00:00+01:00;22.78;22.52;15.85;30.13;36.64;18.07;12.2;31.37;52.57;57.07;56.79;11.22;17.46;14.49;14.18;6.07;86.59;36.02;13.91;29.57;19.52;70.36;45.88;58.86;67.68;47.82;30.99;12.35;15.57;42.51;55.63;39.75;24.51;25;24.94;12.31;31.14;24.83;9.54;23.64;13.94;20.21;10.92;70.32;9.33
NO2;uur;µg/m³;2024-03-18T22:00:00+01:00;2024-03-18T23:00:00+01:00;22.88;18.31;9.76;19.93;17.95;17.55;10.82;52.91;56.09;53.76;45.59;19.42;23.57;18.61;22.72;6.71;82.21;32.71;28.88;28.74;24.18;57.81;30.05;39.27;54.12;30.59;35.05;13.31;16.63;45.27;58.01;36.35;43.73;23.47;20.02;14.55;42.23;32.86;13.45;23.74;7.02;20.37;16.31;65.53;15.08
NO2;uur;µg/m³;2024-03-18T23:00:00+01:00;2024-03-19T00:00:00+01:00;18.16;13.44;8.95;17.57;18.34;26.54;20.24;52.32;52.35;49.18;37.47;15.33;37.59;17.29;20.88;5.51;58.14;25.77;27.95;26.22;30.25;48.99;26.09;37.34;47.88;24.52;34.54;12.21;13.68;37.42;38.1;28.24;37.63;22.15;19.95;12.77;43.79;36.58;9.09;20.31;16.13;20.87;15.24;59.65;15.27
NO2;uur;µg/m³;2024-03-19T00:00:00+01:00;2024-03-19T01:00:00+01:00;16.95;15.64;8.33;16.35;20.81;23.2;32.7;46.76;43.69;33.8;15.73;12.03;35.12;25.05;16.96;9.78;52.15;22.25;14.9;20.19;34.24;43.59;37.15;;41.79;24.18;26.89;13.95;18.82;28.65;36.96;27.09;25.33;22.04;17.96;12.31;36.8;22.85;9.2;18.33;13.67;22.18;15.52;20.42;16.94
NO2;uur;µg/m³;2024-03-19T01:00:00+01:00;2024-03-19T02:00:00+01:00;12.74;19.01;6.63;19.61;15.09;22.77;23.86;37.06;26.14;45.99;22.41;17.64;16.54;28.21;9.69;10.49;57.4;20.55;16.9;16.71;34.42;46.11;36.59;42.1;43.71;25.21;20.78;11.38;14.87;22.28;28.72;18.64;22.78;14.86;18.26;10.37;16.87;12.77;9.04;8.99;14.19;22.02;8.88;15.62;18.37
NO2;uur;µg/m³;2024-03-19T02:00:00+01:00;2024-03-19T03:00:00+01:00;12.15;26.69;8.91;15.37;11.14;21.13;10.82;18.08;16.8;23.39;21.8;15.36;13.84;23.68;8.64;8.71;25.54;17.73;10.78;17.26;31.61;33.33;18.99;24.09;36.83;25.39;22.69;9.14;13.96;20.08;30.14;17.78;20.65;14.06;15.85;14.55;11.96;10.96;7.07;13.58;13.61;22.53;6.98;13.34;13.46
NO2;uur;µg/m³;2024-03-19T03:00:00+01:00;2024-03-19T04:00:00+01:00;13.96;21.65;8.95;11.53;11.29;13.66;20.36;13.45;15.83;23.8;23.6;12.24;12.34;20.62;9.42;5.64;27.92;13.77;7.76;13.22;23.67;27.9;12.41;25.49;23.48;21.48;24.34;9.33;14.35;14.11;17.37;15.77;15.18;12.8;15.22;18.71;13.7;13.61;5.75;8.63;8.48;22.19;7.19;9.79;11.82
NO2;uur;µg/m³;2024-03-19T04:00:00+01:00;2024-03-19T05:00:00+01:00;12.8;20.35;7.61;11.48;9.96;16.12;24.44;14.33;16.8;29.19;22.94;14.32;13.34;14.28;17.44;5.08;35.69;11.22;7.5;16.49;11.8;21.86;19.49;21.63;21.04;21.92;19.08;12.71;8.88;11.25;16.38;17.48;11.83;16.23;14.01;14.16;25.29;24.64;4.99;6.64;7.4;21.55;7.35;9.97;10.27
NO2;uur;µg/m³;2024-03-19T05:00:00+01:00;2024-03-19T06:00:00+01:00;12.74;18.08;7.42;14.24;14.4;16.3;31.58;19.97;28.32;41.06;23.87;25.89;17.94;12.1;20.61;9.74;43.83;12.67;12.11;18.57;10.85;29.58;31.19;24.5;36.05;19.49;14.45;11.86;7.47;14.08;24.42;29.03;14.01;15.96;14.23;16.88;24.12;22.91;7.66;6.03;7.4;16.51;6.84;12.9;10.72
NO2;uur;µg/m³;2024-03-19T06:00:00+01:00;2024-03-19T07:00:00+01:00;15.61;21.63;11.49;28.92;19.76;33.19;34.9;28.81;34.8;49.44;28.04;27.3;25.19;13.6;15.52;20.32;41.31;19.82;13.99;26.09;16.41;32.33;36.98;37.99;44.36;19.42;20.19;14.25;13.75;23.3;42.38;42.51;20.86;22.01;17.48;16.04;27.51;25.38;10.93;10.64;7.97;15.55;7.25;19.63;13.66
NO2;uur;µg/m³;2024-03-19T07:00:00+01:00;2024-03-19T08:00:00+01:00;18;21.88;18.9;37.17;27.83;27.05;32.56;35.12;41.72;55.86;27.98;24.37;34.9;23.6;19.35;38.55;54.45;29.41;32.58;26.49;26.22;47.33;48.47;43.1;55.9;17;32.14;16.15;17.16;36.09;53.62;39.78;33.58;24.76;20.95;25.02;32.95;30.64;12.83;9.96;7.75;17.18;6.85;27.98;20.66
NO2;uur;µg/m³;2024-03-19T08:00:00+01:00;2024-03-19T09:00:00+01:00;20.87;18.22;15.01;52.1;34.18;17.34;29.1;38.7;40.03;46.76;22.52;18.39;25.33;20.69;15.36;39.04;58.52;42.08;26.17;25;30.15;50.05;42.64;52.32;56.36;18.74;38;15.23;18.68;37.67;43.47;34.97;;19.46;22.88;17.34;34.79;35.16;11.99;7.08;8.18;16.44;7.02;27.71;14.99
NO2;uur;µg/m³;2024-03-19T09:00:00+01:00;2024-03-19T10:00:00+01:00;24.22;12.35;8.82;34.16;27.35;16.47;27.51;28.55;21.24;31.46;16.38;13.22;15.09;14.5;17.69;25.23;61.55;37.33;18.47;20.88;33.38;49.66;36.37;48.66;49.65;20.03;36.96;13.05;15.43;29.91;38.67;30.28;;15.37;27.09;16.97;25.73;23.88;10.39;6.03;7.76;13.68;6.62;28.09;11.93
NO2;uur;µg/m³;2024-03-19T10:00:00+01:00;2024-03-19T11:00:00+01:00;15.99;5.67;5.25;14.47;12.43;11.52;26.07;13.97;11.62;23.99;10.13;6.65;7.95;9.11;14.08;8.2;31.13;26.89;15.12;12.9;33.83;31.94;33.55;44.23;40.75;23.93;33.19;14.12;13.95;23.27;26.43;27.52;;14.11;21.38;11.04;15.26;13;7.31;5.74;10.94;8.58;5.73;20.98;7.26
NO2;uur;µg/m³;2024-03-19T11:00:00+01:00;2024-03-19T12:00:00+01:00;8.97;5.31;4.46;10.23;3.3;3.87;19.3;10.61;10.36;17.52;8.09;11.22;6.74;6.91;13.32;5.64;21.07;22.33;11.31;6.94;15.39;19.53;;32.57;26.74;21.83;23.1;11.24;11.8;17.3;19.46;19.66;13.18;7.76;13.04;4.36;13.13;14.2;3.33;4.61;12.49;6.4;5.51;19.78;5.16
NO2;uur;µg/m³;2024-03-19T12:00:00+01:00;2024-03-19T13:00:00+01:00;7.82;6.64;2.58;7.62;3.53;4.07;7.29;9.4;11.83;14.46;8.26;8.64;6.97;3.19;10.14;4.64;14.91;13.82;6.67;11.79;11.59;19.17;;25.25;27.64;19.5;14.2;6.16;10.36;9.36;11.84;17.53;5.32;5.36;6.5;3.89;11.42;9.61;2.7;4.58;11.1;3.15;4.38;18.98;3.83
NO2;uur;µg/m³;2024-03-19T13:00:00+01:00;2024-03-19T14:00:00+01:00;5.96;5.5;2.24;8.38;2.79;5.05;5.25;11.94;17.45;22.31;13.02;4.43;7.29;4.55;7.41;2.23;13.44;15.5;6.72;5.58;9.46;17.82;13.35;22.74;25.18;11.1;15.77;5.16;6.7;10.48;12.53;15.66;6.15;7.13;8.54;4.94;10.52;8.58;3.31;2.65;7.92;2.9;4.9;15.17;3.15
NO2;uur;µg/m³;2024-03-19T14:00:00+01:00;2024-03-19T15:00:00+01:00;2.9;6.67;3.58;6.5;2.14;5.22;10.26;10.74;22.55;16.67;8.87;4.83;5.85;3.18;7.08;1.68;9.47;16.64;5.37;5.33;5.83;15.5;11.6;15.13;21.02;8.03;9.78;3.64;7.26;10.51;12.87;14.32;7.44;3.94;6.95;4.42;13.63;12.97;3.8;2.64;10.22;2.42;6.17;17.3;3.21
NO2;uur;µg/m³;2024-03-19T15:00:00+01:00;2024-03-19T16:00:00+01:00;4.29;5.11;4.54;13.4;3.03;4.34;7.7;8.81;18.6;23.05;9.8;5.42;5.72;3.47;5.24;1.66;6.29;14.12;4.3;8.12;6.23;11.23;16.23;14.94;19.37;4.34;12.07;4.72;6.22;13;11.58;16.57;8.04;6.83;7.18;4.42;14.77;9.45;4.73;5.28;6.19;3.66;10.14;20.16;3.8
NO2;uur;µg/m³;2024-03-19T16:00:00+01:00;2024-03-19T17:00:00+01:00;9.14;4.45;5.41;17.92;5.21;3.79;7.47;11.04;23.91;22.84;12.37;5.66;8.59;5.13;7.49;3.61;6.09;11.23;3.68;10.02;8.66;13.18;12.86;14.06;16.79;5.87;16.18;7.23;7.95;13.65;15.99;14.77;9.32;7.02;9.16;7.55;15.72;8.01;5.93;6.93;2.08;4.33;8.79;15.84;6.82
NO2;uur;µg/m³;2024-03-19T17:00:00+01:00;2024-03-19T18:00:00+01:00;11.42;7.41;5.41;24.23;6.39;6.71;9.39;12.49;30.55;27.96;11.36;5.81;6.81;8.69;6.3;8.6;21.17;13.16;3.58;12;16.6;26.42;18.31;20.67;28.14;9.71;20.67;4.97;5.71;17.38;20.58;15.12;12.02;9.77;9.31;12.8;21.52;12.57;6.32;8.56;1.83;8.77;5.53;17.07;14.15
NO2;uur;µg/m³;2024-03-19T18:00:00+01:00;2024-03-19T19:00:00+01:00;23.98;19.03;8.15;49.35;15.01;9.64;8.03;33.41;39.06;19.19;12.68;9.9;9.17;21.43;5.75;7.98;25.99;15.23;6.26;14.42;13.4;30.52;17;25.22;36.35;19.51;26.79;4.75;6.46;18.95;20.1;19.09;12.41;8.94;13.02;14.09;44.66;30.34;8.41;7.46;3.76;8.36;3.21;19.76;14.11
