Export;EXP-2024-001 (2024-04-15T14:51:39+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-03-01T10:00:00+01:00;2024-03-01T11:00:00+01:00;6.6;5.97;3.46;10.2;6.73;5.79;9.73;9.5;13.87;20.64;9.43;8.23;7.2;7.19;3.82;9.3;17.91;18.69;10.55;11.61;13.49;17.17;16.63;20.96;19.55;13.1;18.57;6.38;9.33;14.65;17.29;10.6;11.26;8.72;8.72;9.85;13.15;9.05;5.49;6.26;6.94;2.81;2.17;18.99;4.51
NO2;uur;µg/m³;2024-03-01T11:00:00+01:00;2024-03-01T12:00:00+01:00;3.52;5.45;2.17;7.49;4.06;3.42;6;8.05;7.39;16.3;5.72;5.18;4.13;4.36;5.12;9.43;17.99;17.31;5.27;5.94;10.89;15.63;10.69;20.09;21.35;8.46;14.97;4.57;7.1;11.65;14.25;11.21;8.93;5.75;6.76;5.35;9.25;7.07;5.56;4.34;6.59;3.33;3.02;18.28;4.19
NO2;uur;µg/m³;2024-03-01T12:00:00+01:00;2024-03-01T13:00:00+01:00;2.27;4.09;1.57;5.81;3.59;2.09;4.48;7.89;4.95;13.01;4.41;3.56;3.42;2.55;3.39;10.07;12.66;21.12;2.96;4.28;6.59;14.45;8.16;16.45;19.69;6.68;8.5;2.68;4.62;9.88;9.32;6.23;7.42;4.61;5.31;4.65;7.7;6.84;4.48;4.76;4.05;3.83;3.14;15.53;4.21
NO2;uur;µg/m³;2024-03-01T13:00:00+01:00;2024-03-01T14:00:00+01:00;2.67;2.55;1.81;6.31;3.1;2.32;6.78;9.51;8.15;15.52;5.92;3.7;3.83;3.48;3.4;5.82;13.27;10.48;3.19;4.75;5.03;14.16;8.04;22.76;17.79;5.4;8.71;2.76;3.85;8.77;10.09;6.69;6.85;4.16;4.18;5.48;7.98;7.89;3.68;3.79;3.47;3.02;2.53;10.23;3.51
NO2;uur;µg/m³;2024-03-01T14:00:00+01:00;2024-03-01T15:00:00+01:00;3.55;3;2.12;7.75;4.06;3.4;10.55;10.3;8.71;18.02;6.08;4.95;4.89;4.28;3.65;4.92;17.21;11.28;4.3;5.06;5.56;14.59;10.42;29.37;21.66;7.37;10.54;3.5;3.38;10.26;13.62;6.22;8.79;4.52;;6.01;7.59;5.83;4.03;4.5;3.78;3.1;2.79;13.16;2.64
NO2;uur;µg/m³;2024-03-01T15:00:00+01:00;2024-03-01T16:00:00+01:00;4.85;3.21;2.26;8.06;3.84;4.8;13.53;11.15;10.76;23.87;8.57;7.99;5.79;4.66;4.18;3.44;18.42;12.36;6.57;6.34;6.29;16.64;13.78;23.03;26.75;7.2;10.28;3.2;3.36;9.18;11.5;8.54;7.01;4.86;;5.6;8.29;7.26;5.05;5.07;7.17;4.15;3.61;14.62;3.36
NO2;uur;µg/m³;2024-03-01T16:00:00+01:00;2024-03-01T17:00:00+01:00;3.09;3.73;2.97;8.42;4.16;5.85;7.56;9.58;9.22;24.34;8.35;9.26;6.19;5.24;5.62;4.04;14.38;14.2;5.65;10.36;6.34;17.49;11.77;33.29;29.99;7.19;12.47;3.73;4.34;10.98;13.74;13.27;8.72;5.87;;7.81;8.67;8.36;6.13;5.1;3.46;8.49;4.21;17.11;4.92
NO2;uur;µg/m³;2024-03-01T17:00:00+01:00;2024-03-01T18:00:00+01:00;4.32;4.29;3.32;9.92;5.28;4.65;13.27;9.06;7.65;19.26;7.74;9.81;4.83;4.39;15.16;11.88;28.1;20.64;6.12;11.62;8.37;25.57;20.58;28;45.66;9.14;18.22;3.83;6.45;13.28;12.39;19.93;11.05;5.74;16.25;6.56;9.43;8.04;8.35;6.06;3.87;12.21;5.29;20.79;8.3
NO2;uur;µg/m³;2024-03-01T18:00:00+01:00;2024-03-01T19:00:00+01:00;4.42;4.89;3.12;9.73;5.84;3.1;22.51;9.98;6.71;17.09;11.86;12.62;4.9;3.86;9.25;11.93;37.64;14.32;5.87;16.23;11.86;36.03;28.75;35.71;51.6;10.72;22.92;4.14;7.01;14.95;17.08;21.93;11.34;10.51;16.06;5.52;10.26;8.99;11.09;7.12;3.87;11.74;6.42;35.03;12.98
NO2;uur;µg/m³;2024-03-01T19:00:00+01:00;2024-03-01T20:00:00+01:00;10.7;5.18;3.62;10.39;6.23;3.16;12.91;11.88;8.23;14.57;5.3;13.86;6.62;3.79;7.41;8.24;34.25;18.72;12.05;15.34;10.58;34.79;15.18;27.97;51.03;11.84;15.92;3.97;8.79;18.2;19.39;32.16;13.11;13.35;14.27;6.45;10.53;9.96;13.69;10.19;4.19;10.23;6.98;38.58;13.22
NO2;uur;µg/m³;2024-03-01T20:00:00+01:00;2024-03-01T21:00:00+01:00;9.78;10.4;3.45;8.21;5.57;2.96;3.59;14.06;9.02;12.1;4.56;5.65;6.78;6.07;16.76;6.64;23.48;25.8;10.05;6.27;6.4;26.29;15.74;48.07;38.34;10;14.08;4.49;10.72;12.92;10.98;19.33;10.15;8.03;12.02;7.23;13.85;9.88;12.87;11.3;4.02;8.87;8.56;26.95;9.84
NO2;uur;µg/m³;2024-03-01T21:00:00+01:00;2024-03-01T22:00:00+01:00;8.68;9.69;2.36;6.17;3.63;3.5;2.75;14.61;10.2;11.15;4.13;4.31;6.15;8.95;7.64;4.03;22.49;13.05;3.89;2.96;12.12;27.61;13.12;21.89;35.21;8.61;23.39;4.73;6.46;10.54;8.46;10.07;8.16;5.04;11.2;7.14;12.53;9.21;10.04;10.58;4.98;7.71;7.85;19.71;8.09
NO2;uur;µg/m³;2024-03-01T22:00:00+01:00;2024-03-01T23:00:00+01:00;7.79;7.11;1.49;4.64;3.17;4.89;2.26;10.51;8.26;10.64;3.65;5.18;5.82;7.87;6.32;3.58;10.45;8.86;4.16;3.78;4.7;11.13;4.17;14.13;19.22;6.21;25.82;4.67;5.13;10.54;10.92;7.14;9.6;8.82;10.66;8.03;10.87;8.74;9.21;10.36;7.76;8.93;7.32;14.41;6.94
NO2;uur;µg/m³;2024-03-01T23:00:00+01:00;2024-03-02T00:00:00+01:00;4.07;6.41;1.55;7.36;3.94;5.2;4.48;12.75;6.15;8.85;3.82;3.61;4.99;5.91;3.73;2.01;8.18;6.87;3.31;3.83;5.27;8.53;3.29;10.3;14.79;5.3;16.98;8.72;7.64;8.47;8.24;6.64;7.94;11.6;9.96;13.2;11.72;8.73;9.21;7.93;11.42;8.37;6.16;14.69;7.85
NO2;uur;µg/m³;2024-03-02T00:00:00+01:00;2024-03-02T01:00:00+01:00;3.71;5.97;2.88;5.02;3.62;4.21;11.13;5.98;5.53;6.17;5.82;4.12;4.16;4.91;4.95;4.33;9.66;5.47;3.4;5.92;5.7;9.46;10.15;;9.53;7.75;6.66;7.57;4.75;6.62;7.08;6.08;6.71;6.79;8.95;9.74;11.67;9.44;8.37;7.45;7.37;6.91;6.21;12.26;8.93
NO2;uur;µg/m³;2024-03-02T01:00:00+01:00;2024-03-02T02:00:00+01:00;3.09;4.98;2.89;5.55;3.5;2.08;7.96;3.83;5.32;7.4;4.6;6.36;1.77;3.57;5.08;5.27;8.97;6.28;3.21;5.38;4.83;10.02;8.96;10.22;10.83;7.58;4.65;6.26;2.97;4.85;6.23;8.61;4.6;4.93;7.24;7.5;8.78;7.76;6.9;6.61;6.52;6.45;6.36;10.31;6.79
NO2;uur;µg/m³;2024-03-02T02:00:00+01:00;2024-03-02T03:00:00+01:00;3.65;2.03;2.25;2.42;2.58;3.69;10.52;3.9;3.09;6.1;3.7;3.11;1.76;2.73;3.86;3.3;14.19;8.38;6.63;3.56;5.09;9.01;8;11.72;9.55;13.08;4.44;3.06;4.78;4.73;7.81;10.42;4.88;4.06;6.71;3.74;4.29;3.63;6.28;6.28;6.36;6.35;5.32;6.5;6.32
NO2;uur;µg/m³;2024-03-02T03:00:00+01:00;2024-03-02T04:00:00+01:00;2.13;1.41;1.6;1.66;2.57;3.75;8.02;2.79;3.57;5.7;3.32;2.62;1.63;2.36;4.5;4.52;15.5;6.17;2.85;3.43;5.14;9.59;9.36;14.14;9.95;8.96;5.03;0.84;2.56;4.08;5.9;4.64;3.54;4.05;8.9;1.81;4.58;3.96;6.22;5.03;3.08;5.02;4.33;6.87;5.92
NO2;uur;µg/m³;2024-03-02T04:00:00+01:00;2024-03-02T05:00:00+01:00;1.88;1.56;1.54;4.13;2.82;2.74;6.87;3.93;3.89;7.97;3.61;2.64;1.37;2.73;3.16;5.31;16.26;5.38;3.37;2.74;6.76;12.81;9.11;24.82;14.06;7;4.48;0.81;2.85;2.76;4.83;4.04;3;4.58;8.32;2.04;4.28;3.3;3.43;3.78;1.43;4.85;4.57;5.93;5.11
NO2;uur;µg/m³;2024-03-02T05:00:00+01:00;2024-03-02T06:00:00+01:00;2.85;2.22;2.05;8.48;5.54;2.32;4.39;5.31;3.28;8.63;3.98;3.11;1.92;2.33;3.02;4.13;14.51;5.32;2.89;3.66;5.78;11.77;9.36;19.8;15.01;8.65;5.19;0.91;3.06;3.23;4.8;4.68;3.83;8.46;3.97;3.06;3.9;3.64;1.87;2.3;1.45;5.54;4.84;6.2;5.31
NO2;uur;µg/m³;2024-03-02T06:00:00+01:00;2024-03-02T07:00:00+01:00;4.71;2.89;1.63;3.61;3.89;2.69;4.92;6.86;4.42;13.77;4.1;2.97;2.64;2.26;2.3;3.59;14.62;9.21;2.58;4.97;5.19;14.42;9.99;17.16;20.08;6.01;6.34;1.51;5.72;6.08;7.78;5.37;4.87;7.35;3.52;2.66;6.49;5.05;2.13;1.82;1.62;5.59;4.76;7.88;5.44
NO2;uur;µg/m³;2024-03-02T07:00:00+01:00;2024-03-02T08:00:00+01:00;6.09;4.2;2.97;6.57;4.9;3.48;5.25;8.56;7.26;16.31;5.24;5.03;5.56;2.78;2.53;16.07;13.77;10.47;3.14;5.12;4.79;13.14;9.36;14.5;20.45;7.24;9.09;0.98;5.23;7.29;10.38;8.8;6.81;6.06;4.86;2.99;8.42;6.1;1.87;2.69;2.07;6.57;2.6;11.02;6.96
NO2;uur;µg/m³;2024-03-02T08:00:00+01:00;2024-03-02T09:00:00+01:00;5.47;3.48;2.62;10.64;5.02;6;6.22;10.12;8.37;16.39;5.8;5.15;5.61;3.1;3.05;19;15.58;11.88;4.27;5.28;5.33;14.52;10.29;16.19;20.16;12.75;7.7;2.34;4.84;7.38;9.91;10.95;6.74;6.23;12.11;10.03;10.63;8.64;3.16;4.11;2.03;7.97;2.12;15.11;7.38
NO2;uur;µg/m³;2024-03-02T09:00:00+01:00;2024-03-02T10:00:00+01:00;3.38;3.4;2.8;6.48;3.5;4.4;5.7;9.08;7.46;13.08;5;4.13;5.21;3.19;4;6.77;14.69;10.13;3.91;4.95;4.86;14.74;10.2;12.79;20.6;4.56;7.08;1.95;3.58;7.61;10.61;7.71;6.52;4.27;15.41;7.07;8.74;6.94;2.81;2.78;2.13;7.74;2.51;11.62;5.66
NO2;uur;µg/m³;2024-03-02T10:00:00+01:00;2024-03-02T11:00:00+01:00;2.75;2.5;2.13;6.82;2.79;2.79;4.74;6.21;6.62;13.01;3.89;3.02;3.47;1.69;6.05;6.48;14.1;9.58;3.52;3.8;3.93;12.75;7.36;19.29;19.82;3.86;5.64;2.05;3.16;5.02;7.58;8.14;3.91;4.42;12.34;5.59;7.51;6.7;2.52;2.96;2.22;5.55;1.89;9.19;3.49
NO2;uur;µg/m³;2024-03-02T11:00:00+01:00;2024-03-02T12:00:00+01:00;3.47;1.76;1.86;6.4;2.49;2.17;3.9;5.97;4.98;10.01;3.29;2.5;3.2;1.9;4.75;3.76;11.72;9.08;3;3.53;3.19;11.42;6.16;12.77;19.48;4.79;4.87;1.52;2.98;5.44;7.05;4.66;3.27;3.37;5.69;4.51;5.31;4.17;2.44;2.32;4.79;6.26;1.89;9.41;3.18
NO2;uur;µg/m³;2024-03-02T12:00:00+01:00;2024-03-02T13:00:00+01:00;2.74;1.85;1.97;6.36;2.34;1.65;2.32;6.8;6.52;13.24;2.9;2.2;2.96;1.67;3.28;3.2;8.66;7.13;2.74;2.88;2.59;10.82;6.4;8.07;23.13;4.04;4.83;0.71;2.53;6.51;6.89;4.21;3.75;3.71;7.41;3.04;6.19;4.1;3.75;2.12;2.72;6.14;1.85;8.67;3.06
NO2;uur;µg/m³;2024-03-02T13:00:00+01:00;2024-03-02T14:00:00+01:00;2.47;1.82;1.8;7.99;2.47;2.05;1.89;8.2;5.94;11.76;2.74;1.92;2.95;2.17;5.15;4.74;8.28;5.91;1.8;2.43;2.22;11.28;3.99;7.32;25.71;3.18;5.09;0.81;2.59;6.09;7.3;3.58;3.45;3.09;10.9;3.76;6.58;6.31;3.24;2.1;1.71;5.86;1.77;9.85;3.73
NO2;uur;µg/m³;2024-03-02T14:00:00+01:00;2024-03-02T15:00:00+01:00;2.47;2.23;1.95;6.33;2.87;2.78;1.8;6.44;7.38;13.04;4.22;2.48;2.9;2.46;5.5;3.86;7.57;6.95;3.07;3.11;2.09;9.27;3.57;9.17;28.31;2.18;5.69;0.74;2.78;6.82;7.7;4.4;3.97;3.15;10.82;2.96;7.97;3.74;6.86;2.52;2.39;4.46;2.16;13.96;5.38
NO2;uur;µg/m³;2024-03-02T15:00:00+01:00;2024-03-02T16:00:00+01:00;2.55;3.23;2.22;14.26;4.04;2.7;2.02;8.42;7.13;16.71;7.99;3.15;3.13;2.29;4.38;10.85;7.83;8.9;5.77;3.63;2.9;10.84;4.23;16.14;34.24;2.33;9.96;1.45;3.65;9.93;11.04;4.39;5.51;4.19;8.48;5.04;7.9;4.53;9.24;3.68;2.36;5.46;4.99;15.16;6.49
NO2;uur;µg/m³;2024-03-02T16:00:00+01:00;2024-03-02T17:00:00+01:00;4;2.87;3.49;9.71;3.98;9.5;1.93;8.27;6.73;21.68;6.22;4.22;3.79;3.83;6.33;18.19;10.67;9.87;6.36;6.3;4.22;11.79;6.1;22.08;39.28;3.08;15.83;2.14;5.1;11.36;15.99;6.28;6.11;8.41;8.65;4.35;9.1;5.23;8.68;7.51;3.87;4.73;5.67;13.47;7.37
NO2;uur;µg/m³;2024-03-02T17:00:00+01:00;2024-03-02T18:00:00+01:00;5.9;3.98;4.1;19.57;6.34;4.17;2.67;12.16;9.25;14.35;7.2;7.35;4.53;4.32;7.47;4.64;15.5;16.18;10.43;8.76;6.57;16.44;10.06;23.99;43.34;4.18;22.47;5.13;6.35;11.85;18.96;6.97;7.32;14.97;8.32;8.08;13.92;8.89;9.04;6.89;7.14;4.98;6.22;16.72;7.87
