YYYYMMDD,HH,NO2
20200801,1,8.37
20200801,2,12.79
20200801,3,15.52
20200801,4,14.59
20200801,5,13.46
20200801,6,13.29
20200801,7,13.06
20200801,8,12.99
20200801,9,14.61
20200801,10,10.95
20200801,11,9.85
20200801,12,7.93
20200801,13,10.46
20200801,14,18.31
20200801,15,13.44
20200801,16,12.59
20200801,17,8.55
20200801,18,4.25
20200801,19,2.52
20200801,20,6.07
20200801,21,8.57
20200801,22,15.39
20200801,23,31.58
20200802,0,29.13
20200802,1,32.3
20200802,2,15.77
20200802,3,6.14
20200802,4,11.18
20200802,5,14.91
20200802,6,14.56
20200802,7,10.08
20200802,8,10.58
20200802,9,7.93
20200802,10,4.64
20200802,11,6.16
20200802,12,2.85
20200802,13,2.73
20200802,14,1.97
20200802,15,1.27
20200802,16,1.45
20200802,17,1.43
20200802,18,2.05
20200802,19,2.41
20200802,20,3.52
20200802,21,7.1
20200802,22,10.7
20200802,23,14.75
20200803,0,22.47
20200803,1,24.91
20200803,2,19.72
20200803,3,25.57
20200803,4,29.0
20200803,5,27.48
20200803,6,24.21
20200803,7,22.69
20200803,8,15.57
20200803,9,13.6
20200803,10,13.07
20200803,11,11.28
20200803,12,9.54
20200803,13,6.94
20200803,14,9.5
20200803,15,7.86
20200803,16,9.22
20200803,17,5.13
20200803,18,5.87
20200803,19,8.35
20200803,20,6.78
20200803,21,9.1
20200803,22,7.39
20200803,23,5.99
20200804,0,7.56
20200804,1,11.24
20200804,2,17.64
20200804,3,22.33
20200804,4,22.57
20200804,5,18.72
20200804,6,19.26
20200804,7,16.31
20200804,8,12.13
20200804,9,6.42
20200804,10,9.12
20200804,11,5.13
20200804,12,6.19
20200804,13,3.32
20200804,14,3.06
20200804,15,3.74
20200804,16,4.94
20200804,17,10.16
20200804,18,8.88
20200804,19,6.25
20200804,20,8.33
20200804,21,15.02
20200804,22,19.01
20200804,23,21.09
20200805,0,23.44
20200805,1,23.39
20200805,2,26.59
20200805,3,15.48
20200805,4,15.91
20200805,5,14.9
20200805,6,23.38
20200805,7,25.51
20200805,8,18.99
20200805,9,14.83
20200805,10,12.44
20200805,11,8.78
20200805,12,9.42
20200805,13,7.24
20200805,14,5.61
20200805,15,5.95
20200805,16,5.98
20200805,17,5.65
20200805,18,5.62
20200805,19,6.04
20200805,20,9.23
20200805,21,22.46
20200805,22,32.68
20200805,23,23.07
20200806,0,28.34
20200806,1,32.71
20200806,2,37.45
20200806,3,35.24
20200806,4,23.72
20200806,5,21.95
20200806,6,40.38
20200806,7,49.76
20200806,8,36.3
20200806,9,31.18
20200806,10,17.09
20200806,11,11.97
20200806,12,11.08
20200806,13,9.6
20200806,14,7.83
20200806,15,7.25
20200806,16,5.76
20200806,17,4.51
20200806,18,5.43
20200806,19,7.41
20200806,20,9.37
20200806,21,12.42
20200806,22,12.33
20200806,23,12.46
20200807,0,15.33
20200807,1,16.74
20200807,2,16.05
20200807,3,12.33
20200807,4,10.6
20200807,5,13.22
20200807,6,16.72
20200807,7,33.04
20200807,8,29.9
20200807,9,22.26
20200807,10,17.2
20200807,11,13.82
20200807,12,7.83
20200807,13,4.91
20200807,14,3.78
20200807,15,4.29
20200807,16,3.27
20200807,17,3.16
20200807,18,5.15
20200807,19,6.57
20200807,20,9.32
20200807,21,14.16
20200807,22,15.87
20200807,23,18.72
20200808,0,21.45
20200808,1,17.32
20200808,2,19.94
20200808,3,16.97
20200808,4,16.2
20200808,5,21.05
20200808,6,28.28
20200808,7,34.16
20200808,8,27.38
20200808,9,18.78
20200808,10,10.8
20200808,11,8.5
20200808,12,4.95
20200808,13,4.06
20200808,14,2.8
20200808,15,3.63
20200808,16,3.17
20200808,17,5.17
20200808,18,5.18
20200808,19,6.21
20200808,20,8.15
20200808,21,9.04
20200808,22,13.53
20200808,23,12.64
20200809,0,10.8
20200809,1,11.33
20200809,2,9.47
20200809,3,10.19
20200809,4,8.78
20200809,5,7.86
20200809,6,7.74
20200809,7,8.71
20200809,8,9.68
20200809,9,9.76
20200809,10,8.35
20200809,11,5.9
20200809,12,5.23
20200809,13,4.29
20200809,14,4.1
20200809,15,3.81
20200809,16,4.18
20200809,17,4.4
20200809,18,4.33
20200809,19,4.49
20200809,20,4.84
20200809,21,7.33
20200809,22,8.56
20200809,23,7.34
20200810,0,7.42
20200810,1,8.46
20200810,2,6.09
20200810,3,6.87
20200810,4,8.35
20200810,5,9.67
20200810,6,12.49
20200810,7,21.61
20200810,8,16.56
20200810,9,14.29
20200810,10,9.54
20200810,11,7.28
20200810,12,6.99
20200810,13,5.45
20200810,14,4.75
20200810,15,3.83
20200810,16,4.79
20200810,17,5.66
20200810,18,6.67
20200810,19,5.32
20200810,20,6.57
20200810,21,13.41
20200810,22,15.3
20200810,23,13.66
20200811,0,13.7
20200811,1,11.57
20200811,2,8.41
20200811,3,7.47
20200811,4,7.49
20200811,5,6.79
20200811,6,12.72
20200811,7,17.51
20200811,8,13.38
20200811,9,11.03
20200811,10,9.11
20200811,11,7.71
20200811,12,5.82
20200811,13,5.56
20200811,14,4.85
20200811,15,4.1
20200811,16,2.55
20200811,17,4.21
20200811,18,4.46
20200811,19,4.76
20200811,20,10.35
20200811,21,16.32
20200811,22,13.67
20200811,23,14.17
20200812,0,14.68
20200812,1,6.99
20200812,2,5.92
20200812,3,9.34
20200812,4,7.91
20200812,5,7.55
20200812,6,15.82
20200812,7,28.63
20200812,8,27.39
20200812,9,24.31
20200812,10,18.29
20200812,11,12.26
20200812,12,7.47
20200812,13,5.99
20200812,14,5.16
20200812,15,6.36
20200812,16,6.26
20200812,17,8.63
20200812,18,8.81
20200812,19,9.89
20200812,20,11.18
20200812,21,17.16
20200812,22,16.51
20200812,23,14.58
20200813,0,13.01
20200813,1,15.01
20200813,2,16.01
20200813,3,16.44
20200813,4,15.77
20200813,5,16.94
20200813,6,22.91
20200813,7,25.7
20200813,8,25.41
20200813,9,21.73
20200813,10,17.87
20200813,11,15.85
20200813,12,8.7
20200813,13,7.73
20200813,14,4.86
20200813,15,4.44
20200813,16,2.87
20200813,17,7.24
20200813,18,10.38
20200813,19,10.61
20200813,20,15.29
20200813,21,19.78
20200813,22,24.3
20200813,23,23.41
20200814,0,17.25
20200814,1,21.62
20200814,2,16.33
20200814,3,17.61
20200814,4,19.73
20200814,5,21.02
20200814,6,19.88
20200814,7,28.96
20200814,8,24.13
20200814,9,21.4
20200814,10,14.99
20200814,11,11.18
20200814,12,9.75
20200814,13,6.93
20200814,14,4.42
20200814,15,4.52
20200814,16,5.31
20200814,17,6.2
20200814,18,9.86
20200814,19,8.63
20200814,20,10.34
20200814,21,11.83
20200814,22,9.73
20200814,23,10.78
20200815,0,9.55
20200815,1,8.84
20200815,2,7.23
20200815,3,6.85
20200815,4,4.23
20200815,5,8.11
20200815,6,8.19
20200815,7,10.94
20200815,8,13.0
20200815,9,14.12
20200815,10,13.45
20200815,11,18.22
20200815,12,13.22
20200815,13,9.91
20200815,14,8.47
20200815,15,9.3
20200815,16,7.32
20200815,17,5.77
20200815,18,5.94
20200815,19,7.82
20200815,20,8.82
20200815,21,8.93
20200815,22,13.82
20200815,23,14.53
20200816,0,16.38
20200816,1,12.69
20200816,2,13.78
20200816,3,13.93
20200816,4,11.92
20200816,5,11.17
20200816,6,11.55
20200816,7,10.65
20200816,8,8.96
20200816,9,7.4
20200816,10,6.2
20200816,11,4.95
20200816,12,4.54
20200816,13,3.84
20200816,14,3.13
20200816,15,3.33
20200816,16,4.38
20200816,17,6.35
20200816,18,7.02
20200816,19,6.06
20200816,20,4.89
20200816,21,6.78
20200816,22,9.33
20200816,23,10.76
20200817,0,9.64
20200817,1,13.08
20200817,2,12.51
20200817,3,11.01
20200817,4,12.23
20200817,5,13.82
20200817,6,19.05
20200817,7,31.25
20200817,8,27.52
20200817,9,25.66
20200817,10,22.16
20200817,11,21.49
20200817,12,14.6
20200817,13,9.75
20200817,14,8.61
20200817,15,9.53
20200817,16,11.65
20200817,17,10.73
20200817,18,13.1
20200817,19,12.13
20200817,20,13.22
20200817,21,16.68
20200817,22,22.18
20200817,23,24.59
20200818,0,13.59
20200818,1,12.33
20200818,2,11.25
20200818,3,14.11
20200818,4,15.31
20200818,5,15.02
20200818,6,18.38
20200818,7,18.05
20200818,8,15.07
20200818,9,9.77
20200818,10,8.59
20200818,11,7.86
20200818,12,8.77
20200818,13,11.72
20200818,14,7.06
20200818,15,4.96
20200818,16,7.16
20200818,17,4.84
20200818,18,3.16
20200818,19,6.84
20200818,20,8.07
20200818,21,13.86
20200818,22,16.28
20200818,23,28.06
20200819,0,27.88
20200819,1,29.53
20200819,2,21.17
20200819,3,15.96
20200819,4,22.14
20200819,5,24.34
20200819,6,26.65
20200819,7,26.8
20200819,8,23.52
20200819,9,19.42
20200819,10,15.43
20200819,11,10.35
20200819,12,7.85
20200819,13,7.07
20200819,14,5.68
20200819,15,5.06
20200819,16,4.61
20200819,17,5.32
20200819,18,6.8
20200819,19,8.64
20200819,20,10.78
20200819,21,14.78
20200819,22,13.78
20200819,23,11.6
20200820,0,6.56
20200820,1,6.97
20200820,2,4.59
20200820,3,4.91
20200820,4,7.05
20200820,5,8.0
20200820,6,11.85
20200820,7,16.37
20200820,8,17.82
20200820,9,14.98
20200820,10,15.27
20200820,11,14.1
20200820,12,16.15
20200820,13,13.88
20200820,14,9.72
20200820,15,9.16
20200820,16,6.03
20200820,17,8.25
20200820,18,10.45
20200820,19,14.18
20200820,20,19.31
20200820,21,18.97
20200820,22,18.25
20200820,23,20.06
20200821,0,19.92
20200821,1,19.46
20200821,2,14.07
20200821,3,11.77
20200821,4,10.86
20200821,5,10.37
20200821,6,16.54
20200821,7,15.21
20200821,8,9.35
20200821,9,12.88
20200821,10,9.9
20200821,11,7.94
20200821,12,7.99
20200821,13,5.94
20200821,14,5.62
20200821,15,6.21
20200821,16,4.6
20200821,17,8.14
20200821,18,6.99
20200821,19,8.22
20200821,20,7.36
20200821,21,9.39
20200821,22,17.31
20200821,23,12.06
20200822,0,11.8
20200822,1,6.89
20200822,2,8.92
20200822,3,8.04
20200822,4,9.13
20200822,5,8.79
20200822,6,8.42
20200822,7,7.9
20200822,8,6.31
20200822,9,4.52
20200822,10,4.99
20200822,11,4.58
20200822,12,3.5
20200822,13,4.13
20200822,14,4.19
20200822,15,4.27
20200822,16,4.81
20200822,17,3.39
20200822,18,3.42
20200822,19,5.45
20200822,20,5.66
20200822,21,5.5
20200822,22,5.12
20200822,23,5.43
20200823,0,5.66
20200823,1,5.01
20200823,2,5.12
20200823,3,5.28
20200823,4,5.79
20200823,5,6.3
20200823,6,6.33
20200823,7,7.27
20200823,8,7.39
20200823,9,6.67
20200823,10,7.07
20200823,11,7.38
20200823,12,5.06
20200823,13,3.0
20200823,14,3.07
20200823,15,3.67
20200823,16,2.24
20200823,17,2.95
20200823,18,3.23
20200823,19,6.53
20200823,20,9.29
20200823,21,9.52
20200823,22,9.48
20200823,23,8.8
20200824,0,6.42
20200824,1,6.62
20200824,2,5.43
20200824,3,4.59
20200824,4,4.51
20200824,5,7.78
20200824,6,11.25
20200824,7,16.12
20200824,8,17.65
20200824,9,16.37
20200824,10,8.75
20200824,11,9.46
20200824,12,9.14
20200824,13,8.39
20200824,14,7.91
20200824,15,7.32
20200824,16,5.14
20200824,17,7.79
20200824,18,6.58
20200824,19,7.4
20200824,20,9.94
20200824,21,11.13
20200824,22,18.08
20200824,23,24.64
20200825,0,30.71
20200825,1,36.12
20200825,2,22.25
20200825,3,19.59
20200825,4,17.96
20200825,5,20.68
20200825,6,25.9
20200825,7,26.04
20200825,8,26.4
20200825,9,20.08
20200825,10,14.52
20200825,11,9.97
20200825,12,11.1
20200825,13,9.68
20200825,14,10.41
20200825,15,8.5
20200825,16,10.02
20200825,17,11.35
20200825,18,10.28
20200825,19,10.46
20200825,20,7.88
20200825,21,5.06
20200825,22,4.04
20200825,23,3.03
20200826,0,2.29
20200826,1,2.2
20200826,2,2.2
20200826,3,2.13
20200826,4,3.66
20200826,5,4.24
20200826,6,5.72
20200826,7,6.83
20200826,8,6.59
20200826,9,6.92
20200826,10,5.89
20200826,11,5.46
20200826,12,6.09
20200826,13,7.32
20200826,14,9.35
20200826,15,11.59
20200826,16,10.13
20200826,17,5.22
20200826,18,3.88
20200826,19,3.59
20200826,20,4.14
20200826,21,5.84
20200826,22,6.74
20200826,23,6.98
20200827,0,7.71
20200827,1,19.34
20200827,2,13.25
20200827,3,12.77
20200827,4,14.69
20200827,5,13.75
20200827,6,19.32
20200827,7,29.7
20200827,8,37.44
20200827,9,34.54
20200827,10,27.32
20200827,11,20.26
20200827,12,13.72
20200827,13,14.03
20200827,14,10.53
20200827,15,9.99
20200827,16,9.39
20200827,17,12.73
20200827,18,17.3
20200827,19,15.78
20200827,20,17.27
20200827,21,18.35
20200827,22,15.57
20200827,23,14.22
20200828,0,15.97
20200828,1,17.27
20200828,2,13.13
20200828,3,9.87
20200828,4,10.01
20200828,5,6.81
20200828,6,9.53
20200828,7,12.51
20200828,8,12.09
20200828,9,9.89
20200828,10,8.02
20200828,11,6.61
20200828,12,8.34
20200828,13,5.55
20200828,14,6.01
20200828,15,5.7
20200828,16,17.36
20200828,17,18.68
20200828,18,26.92
20200828,19,21.06
20200828,20,18.22
20200828,21,17.77
20200828,22,14.72
20200828,23,20.45
20200829,0,20.19
20200829,1,15.36
20200829,2,15.37
20200829,3,14.28
20200829,4,15.54
20200829,5,14.36
20200829,6,15.38
20200829,7,16.58
20200829,8,16.39
20200829,9,14.04
20200829,10,12.04
20200829,11,8.6
20200829,12,10.39
20200829,13,8.24
20200829,14,6.55
20200829,15,7.88
20200829,16,6.08
20200829,17,3.83
20200829,18,8.42
20200829,19,10.58
20200829,20,14.01
20200829,21,18.57
20200829,22,18.09
20200829,23,12.29
20200830,0,9.47
20200830,1,12.75
20200830,2,14.03
20200830,3,14.06
20200830,4,13.51
20200830,5,13.74
20200830,6,15.25
20200830,7,13.84
20200830,8,12.23
20200830,9,8.76
20200830,10,5.28
20200830,11,1.98
20200830,12,1.94
20200830,13,2.09
20200830,14,2.19
20200830,15,2.26
20200830,16,2.04
20200830,17,2.26
20200830,18,2.46
20200830,19,2.42
20200830,20,2.75
20200830,21,3.78
20200830,22,4.9
20200830,23,3.82
20200831,0,3.62
20200831,1,2.1
20200831,2,1.95
20200831,3,1.95
20200831,4,2.05
20200831,5,1.97
20200831,6,5.57
20200831,7,12.43
20200831,8,11.52
20200831,9,8.79
20200831,10,4.85
20200831,11,4.96
20200831,12,3.5
20200831,13,3.52
20200831,14,3.59
20200831,15,5.9
20200831,16,4.89
20200831,17,4.77
20200831,18,5.21
20200831,19,6.35
20200831,20,11.76
20200831,21,18.94
20200831,22,21.73
20200831,23,17.32
20200901,0,23.86
20200901,1,15.82
20200901,2,16.25
20200901,3,19.7
20200901,4,15.45
20200901,5,18.27
20200901,6,15.86
20200901,7,26.71
20200901,8,37.44
20200901,9,18.22
20200901,10,5.29
20200901,11,4.02
20200901,12,5.58
20200901,13,3.81
20200901,14,4.8
20200901,15,5.62
20200901,16,7.91
20200901,17,5.24
20200901,18,5.92
20200901,19,10.95
20200901,20,14.85
20200901,21,17.32
20200901,22,14.11
20200901,23,21.51
20200902,0,19.99
20200902,1,11.88
20200902,2,16.02
20200902,3,18.7
20200902,4,16.38
20200902,5,14.57
20200902,6,18.04
20200902,7,27.31
20200902,8,23.37
20200902,9,12.0
20200902,10,11.69
20200902,11,7.66
20200902,12,7.39
20200902,13,7.31
20200902,14,6.69
20200902,15,7.76
20200902,16,9.06
20200902,17,6.24
20200902,18,10.09
20200902,19,9.48
20200902,20,17.03
20200902,21,23.1
20200902,22,28.39
20200902,23,38.98
20200903,0,42.8
20200903,1,54.81
20200903,2,57.38
20200903,3,37.05
20200903,4,24.64
20200903,5,18.78
20200903,6,27.16
20200903,7,30.69
20200903,8,30.03
20200903,9,24.91
20200903,10,18.14
20200903,11,20.97
20200903,12,22.59
20200903,13,19.67
20200903,14,19.09
20200903,15,20.7
20200903,16,16.94
20200903,17,12.8
20200903,18,9.23
20200903,19,8.8
20200903,20,9.7
20200903,21,8.78
20200903,22,7.45
20200903,23,7.48
20200904,0,5.53
20200904,1,4.84
20200904,2,5.05
20200904,3,4.95
20200904,4,10.23
20200904,5,10.43
20200904,6,13.77
20200904,7,19.39
20200904,8,21.96
20200904,9,19.28
20200904,10,17.7
20200904,11,11.33
20200904,12,10.81
20200904,13,7.6
20200904,14,7.98
20200904,15,10.58
20200904,16,6.75
20200904,17,5.6
20200904,18,6.36
20200904,19,11.95
20200904,20,16.02
20200904,21,18.95
20200904,22,14.71
20200904,23,17.58
20200905,0,15.21
20200905,1,13.77
20200905,2,13.78
20200905,3,14.32
20200905,4,9.7
20200905,5,4.53
20200905,6,5.29
20200905,7,7.98
20200905,8,10.57
20200905,9,13.37
20200905,10,8.76
20200905,11,4.71
20200905,12,2.61
20200905,13,3.46
20200905,14,4.89
20200905,15,5.36
20200905,16,3.37
20200905,17,4.2
20200905,18,5.0
20200905,19,8.11
20200905,20,10.53
20200905,21,8.48
20200905,22,14.23
20200905,23,25.37
20200906,0,19.13
20200906,1,9.93
20200906,2,8.08
20200906,3,6.31
20200906,4,8.1
20200906,5,10.55
20200906,6,11.13
20200906,7,15.4
20200906,8,16.95
20200906,9,15.64
20200906,10,9.82
20200906,11,5.21
20200906,12,4.07
20200906,13,3.52
20200906,14,4.46
20200906,15,2.88
20200906,16,3.01
20200906,17,3.29
20200906,18,4.17
20200906,19,5.41
20200906,20,6.44
20200906,21,7.96
20200906,22,8.61
20200906,23,10.24
20200907,0,14.4
20200907,1,16.38
20200907,2,13.35
20200907,3,12.11
20200907,4,15.26
20200907,5,17.4
20200907,6,23.15
20200907,7,36.89
20200907,8,32.38
20200907,9,21.46
20200907,10,15.96
20200907,11,12.41
20200907,12,9.43
20200907,13,7.95
20200907,14,8.2
20200907,15,8.42
20200907,16,8.44
20200907,17,9.07
20200907,18,10.9
20200907,19,10.73
20200907,20,11.85
20200907,21,12.06
20200907,22,12.74
20200907,23,14.71
20200908,0,15.2
20200908,1,14.0
20200908,2,12.35
20200908,3,9.49
20200908,4,9.55
20200908,5,10.59
20200908,6,13.47
20200908,7,16.87
20200908,8,17.28
20200908,9,14.8
20200908,10,13.76
20200908,11,13.57
20200908,12,12.92
20200908,13,12.75
20200908,14,14.46
20200908,15,14.13
20200908,16,12.79
20200908,17,13.16
20200908,18,13.42
20200908,19,14.96
20200908,20,19.8
20200908,21,22.77
20200908,22,27.91
20200908,23,26.83
20200909,0,22.55
20200909,1,20.65
20200909,2,19.74
20200909,3,17.2
20200909,4,17.06
20200909,5,17.43
20200909,6,16.18
20200909,7,15.86
20200909,8,16.28
20200909,9,15.67
20200909,10,13.81
20200909,11,12.82
20200909,12,12.3
20200909,13,13.22
20200909,14,12.99
20200909,15,9.59
20200909,16,9.13
20200909,17,9.28
20200909,18,11.69
20200909,19,13.33
20200909,20,11.23
20200909,21,7.47
20200909,22,10.55
20200909,23,13.41
20200910,0,14.58
20200910,1,19.64
20200910,2,21.16
20200910,3,21.24
20200910,4,15.66
20200910,5,14.57
20200910,6,14.92
20200910,7,21.2
20200910,8,28.09
20200910,9,30.8
20200910,10,12.2
20200910,11,9.72
20200910,12,8.43
20200910,13,4.42
20200910,14,5.23
20200910,15,6.93
20200910,16,7.54
20200910,17,8.82
20200910,18,12.69
20200910,19,15.42
20200910,20,29.47
20200910,21,35.45
20200910,22,48.06
20200910,23,43.45
20200911,0,39.07
20200911,1,36.1
20200911,2,33.6
20200911,3,30.17
20200911,4,34.39
20200911,5,34.49
20200911,6,35.5
20200911,7,33.76
20200911,8,38.88
20200911,9,47.4
20200911,10,37.56
20200911,11,12.47
20200911,12,7.08
20200911,13,8.59
20200911,14,14.03
20200911,15,7.91
20200911,16,8.93
20200911,17,9.33
20200911,18,12.91
20200911,19,17.17
20200911,20,23.23
20200911,21,27.33
20200911,22,37.43
20200911,23,57.74
20200912,0,60.75
20200912,1,56.58
20200912,2,47.99
20200912,3,27.06
20200912,4,20.37
20200912,5,16.6
20200912,6,13.61
20200912,7,14.68
20200912,8,17.69
20200912,9,17.36
20200912,10,11.74
20200912,11,8.34
20200912,12,7.21
20200912,13,7.38
20200912,14,8.02
20200912,15,8.31
20200912,16,7.81
20200912,17,8.38
20200912,18,9.34
20200912,19,15.0
20200912,20,16.35
20200912,21,28.03
20200912,22,26.75
20200912,23,28.18
20200913,0,38.02
20200913,1,24.92
20200913,2,15.68
20200913,3,17.17
20200913,4,16.83
20200913,5,14.08
20200913,6,16.86
20200913,7,16.07
20200913,8,15.81
20200913,9,13.84
20200913,10,10.64
20200913,11,8.16
20200913,12,7.32
20200913,13,7.18
20200913,14,6.28
20200913,15,5.15
20200913,16,5.3
20200913,17,5.27
20200913,18,6.06
20200913,19,11.34
20200913,20,19.54
20200913,21,31.71
20200913,22,40.97
20200913,23,43.34
20200914,0,36.59
20200914,1,21.27
20200914,2,18.55
20200914,3,19.55
20200914,4,22.48
20200914,5,23.53
20200914,6,26.63
20200914,7,31.59
20200914,8,47.65
20200914,9,47.83
20200914,10,37.86
20200914,11,27.94
20200914,12,19.56
20200914,13,16.49
20200914,14,15.74
20200914,15,17.54
20200914,16,16.56
20200914,17,18.19
20200914,18,28.2
20200914,19,45.71
20200914,20,56.62
20200914,21,55.24
20200914,22,49.94
20200914,23,39.94
20200915,0,33.24
20200915,1,23.8
20200915,2,19.98
20200915,3,18.9
20200915,4,18.76
20200915,5,18.85
20200915,6,18.03
20200915,7,35.58
20200915,8,50.75
20200915,9,43.76
20200915,10,37.27
20200915,11,32.26
20200915,12,27.3
20200915,13,18.62
20200915,14,15.21
20200915,15,13.36
20200915,16,11.24
20200915,17,14.2
20200915,18,23.6
20200915,19,30.07
20200915,20,52.11
20200915,21,83.51
20200915,22,81.58
20200915,23,32.66
20200916,0,42.58
20200916,1,42.05
20200916,2,33.92
20200916,3,33.03
20200916,4,26.1
20200916,5,20.32
20200916,6,13.77
20200916,7,10.06
20200916,8,9.02
20200916,9,7.21
20200916,10,6.9
20200916,11,7.24
20200916,12,6.25
20200916,13,4.44
20200916,14,4.48
20200916,15,5.71
20200916,16,4.7
20200916,17,4.9
20200916,18,4.55
20200916,19,5.22
20200916,20,5.39
20200916,21,2.69
20200916,22,2.61
20200916,23,2.17
20200917,0,1.01
20200917,1,3.38
20200917,2,2.61
20200917,3,4.43
20200917,4,4.6
20200917,5,5.31
20200917,6,18.84
20200917,7,35.64
20200917,8,23.65
20200917,9,12.38
20200917,10,7.32
20200917,11,5.06
20200917,12,5.22
20200917,13,5.29
20200917,14,6.35
20200917,15,6.19
20200917,16,5.65
20200917,17,8.07
20200917,18,8.05
20200917,19,9.21
20200917,20,11.58
20200917,21,15.43
20200917,22,12.93
20200917,23,11.28
20200918,0,11.07
20200918,1,10.48
20200918,2,9.14
20200918,3,9.86
20200918,4,8.39
20200918,5,10.72
20200918,6,17.04
20200918,7,21.2
20200918,8,23.71
20200918,9,15.41
20200918,10,11.47
20200918,11,11.13
20200918,12,10.75
20200918,13,10.36
20200918,14,7.89
20200918,15,7.4
20200918,16,7.32
20200918,17,7.96
20200918,18,8.98
20200918,19,11.47
20200918,20,14.64
20200918,21,16.54
20200918,22,14.7
20200918,23,13.59
20200919,0,12.24
20200919,1,12.04
20200919,2,12.47
20200919,3,13.37
20200919,4,10.76
20200919,5,12.12
20200919,6,13.65
20200919,7,15.83
20200919,8,16.18
20200919,9,15.27
20200919,10,13.26
20200919,11,11.59
20200919,12,11.07
20200919,13,9.22
20200919,14,8.12
20200919,15,8.14
20200919,16,8.46
20200919,17,9.95
20200919,18,11.71
20200919,19,18.0
20200919,20,20.17
20200919,21,17.95
20200919,22,18.18
20200919,23,15.3
20200920,0,13.7
20200920,1,11.36
20200920,2,10.74
20200920,3,9.33
20200920,4,8.72
20200920,5,8.9
20200920,6,9.05
20200920,7,10.82
20200920,8,10.35
20200920,9,10.31
20200920,10,8.72
20200920,11,7.63
20200920,12,6.52
20200920,13,6.02
20200920,14,6.45
20200920,15,6.31
20200920,16,6.9
20200920,17,7.62
20200920,18,8.62
20200920,19,11.02
20200920,20,13.88
20200920,21,15.36
20200920,22,17.51
20200920,23,13.82
20200921,0,12.37
20200921,1,10.94
20200921,2,10.37
20200921,3,9.35
20200921,4,7.82
20200921,5,10.34
20200921,6,23.19
20200921,7,38.71
20200921,8,37.25
20200921,9,30.72
20200921,10,28.16
20200921,11,23.25
20200921,12,19.95
20200921,13,16.63
20200921,14,14.36
20200921,15,10.64
20200921,16,12.85
20200921,17,17.19
20200921,18,18.27
20200921,19,23.07
20200921,20,27.77
20200921,21,35.63
20200921,22,37.0
20200921,23,29.56
20200922,0,27.62
20200922,1,26.92
20200922,2,21.67
20200922,3,22.73
20200922,4,23.08
20200922,5,24.2
20200922,6,26.2
20200922,7,29.38
20200922,8,34.28
20200922,9,50.46
20200922,10,67.78
20200922,11,59.71
20200922,12,24.5
20200922,13,18.1
20200922,14,15.95
20200922,15,17.04
20200922,16,16.39
20200922,17,11.97
20200922,18,13.68
20200922,19,19.2
20200922,20,35.95
20200922,21,58.42
20200922,22,73.22
20200922,23,67.48
20200923,0,77.06
20200923,1,61.71
20200923,2,50.46
20200923,3,44.13
20200923,4,31.14
20200923,5,22.94
20200923,6,23.48
20200923,7,31.68
20200923,8,37.2
20200923,9,33.25
20200923,10,32.14
20200923,11,24.53
20200923,12,16.13
20200923,13,12.86
20200923,14,9.87
20200923,15,8.25
20200923,16,9.56
20200923,17,9.27
20200923,18,14.54
20200923,19,26.37
20200923,20,24.47
20200923,21,24.29
20200923,22,20.98
20200923,23,11.5
20200924,0,6.4
20200924,1,5.53
20200924,2,3.41
20200924,3,4.15
20200924,4,3.91
20200924,5,4.83
20200924,6,8.66
20200924,7,13.28
20200924,8,18.29
20200924,9,18.85
20200924,10,13.52
20200924,11,9.56
20200924,12,6.41
20200924,13,6.47
20200924,14,7.95
20200924,15,10.09
20200924,16,14.48
20200924,17,14.08
20200924,18,25.36
20200924,19,24.58
20200924,20,14.1
20200924,21,10.79
20200924,22,11.56
20200924,23,12.83
20200925,0,12.86
20200925,1,9.08
20200925,2,7.11
20200925,3,6.91
20200925,4,7.39
20200925,5,6.97
20200925,6,9.11
20200925,7,11.91
20200925,8,14.83
20200925,9,11.48
20200925,10,11.9
20200925,11,11.48
20200925,12,11.08
20200925,13,10.56
20200925,14,8.16
20200925,15,7.81
20200925,16,8.14
20200925,17,9.43
20200925,18,12.91
20200925,19,14.08
20200925,20,13.19
20200925,21,12.49
20200925,22,13.19
20200925,23,9.79
20200926,0,9.83
20200926,1,6.82
20200926,2,5.56
20200926,3,4.64
20200926,4,4.23
20200926,5,4.95
20200926,6,5.44
20200926,7,7.72
20200926,8,10.09
20200926,9,9.29
20200926,10,7.54
20200926,11,8.08
20200926,12,4.89
20200926,13,4.34
20200926,14,5.7
20200926,15,5.91
20200926,16,5.72
20200926,17,5.42
20200926,18,9.85
20200926,19,13.56
20200926,20,9.16
20200926,21,4.22
20200926,22,3.4
20200926,23,2.51
20200927,0,2.7
20200927,1,3.17
20200927,2,2.19
20200927,3,1.69
20200927,4,2.03
20200927,5,2.25
20200927,6,2.5
20200927,7,2.93
20200927,8,3.75
20200927,9,4.59
20200927,10,5.56
20200927,11,5.93
20200927,12,5.74
20200927,13,4.96
20200927,14,6.0
20200927,15,5.76
20200927,16,6.31
20200927,17,8.27
20200927,18,10.25
20200927,19,10.38
20200927,20,11.8
20200927,21,11.81
20200927,22,17.08
20200927,23,16.92
20200928,0,16.97
20200928,1,13.57
20200928,2,13.66
20200928,3,14.42
20200928,4,15.8
20200928,5,17.29
20200928,6,19.26
