YYYYMMDD,HH,O3
20160228,7,22.85
20160228,8,17.91
20160228,9,25.62
20160228,10,42.13
20160228,11,54.72
20160228,12,60.65
20160228,13,62.98
20160228,14,65.99
20160228,15,68.98
20160228,16,74.33
20160228,17,73.24
20160228,18,72.13
20160228,19,68.04
20160228,20,51.47
20160228,21,52.81
20160228,22,40.26
20160228,23,37.97
20160229,0,39.53
20160229,1,49.58
20160229,2,53.83
20160229,3,56.03
20160229,4,57.04
20160229,5,52.57
20160229,6,42.19
20160229,7,17.3
20160229,8,7.95
20160229,9,7.32
20160229,10,29.79
20160229,11,56.75
20160229,12,64.4
20160229,13,67.29
20160229,14,63.95
20160229,15,67.02
20160229,16,69.07
20160229,17,64.96
20160229,18,58.86
20160229,19,51.59
20160229,20,38.77
20160229,21,9.69
20160229,22,5.18
20160229,23,2.16
20160301,0,2.57
20160301,1,0.93
20160301,2,0.74
20160301,3,10.56
20160301,4,20.37
20160301,5,12.21
20160301,6,8.61
20160301,7,1.04
20160301,8,1.12
20160301,9,5.34
20160301,10,10.15
20160301,11,14.53
20160301,12,16.96
20160301,13,18.94
20160301,14,18.62
20160301,15,21.35
20160301,16,31.59
20160301,17,33.89
20160301,18,26.01
20160301,19,18.56
20160301,20,21.98
20160301,21,25.57
20160301,22,27.78
20160301,23,30.05
20160302,0,33.37
20160302,1,41.61
20160302,2,48.97
20160302,3,58.45
20160302,4,65.06
20160302,5,62.59
20160302,6,61.28
20160302,7,54.65
20160302,8,60.73
20160302,9,57.89
20160302,10,58.08
20160302,11,67.86
20160302,12,68.92
20160302,13,68.11
20160302,14,62.53
20160302,15,69.91
20160302,16,64.73
20160302,17,62.03
20160302,18,60.66
20160302,19,58.89
20160302,20,56.39
20160302,21,46.66
20160302,22,40.67
20160302,23,52.75
20160303,0,66.4
20160303,1,64.59
20160303,2,67.96
20160303,3,60.97
20160303,4,59.49
20160303,5,54.58
20160303,6,43.69
20160303,7,31.12
20160303,8,13.17
20160303,9,8.49
20160303,10,16.51
20160303,11,32.99
20160303,12,66.36
20160303,13,67.74
20160303,14,69.12
20160303,15,70.49
20160303,16,69.45
20160303,17,66.26
20160303,18,68.63
20160303,19,57.74
20160303,20,43.96
20160303,21,13.93
20160303,22,18.28
20160303,23,7.11
20160304,0,3.07
20160304,1,15.37
20160304,2,26.22
20160304,3,38.45
20160304,4,33.48
20160304,5,28.71
20160304,6,27.44
20160304,7,35.66
20160304,8,40.94
20160304,9,40.17
20160304,10,34.69
20160304,11,27.04
20160304,12,24.29
20160304,13,22.75
20160304,14,18.04
20160304,15,20.46
20160304,16,22.74
20160304,17,13.73
20160304,18,9.17
20160304,19,1.82
20160304,20,1.53
20160304,21,3.03
20160304,22,1.84
20160304,23,4.92
20160305,0,3.11
20160305,1,2.72
20160305,2,1.85
20160305,3,1.42
20160305,4,0.99
20160305,5,0.84
20160305,6,0.75
20160305,7,0.69
20160305,8,1.39
20160305,9,2.9
20160305,10,5.04
20160305,11,8.74
20160305,12,31.12
20160305,13,48.64
20160305,14,49.03
20160305,15,59.68
20160305,16,48.48
20160305,17,56.28
20160305,18,49.19
20160305,19,25.94
20160305,20,12.13
20160305,21,8.43
20160305,22,7.57
20160305,23,3.24
20160306,0,7.41
20160306,1,34.76
20160306,2,54.56
20160306,3,43.19
20160306,4,38.81
20160306,5,15.06
20160306,6,13.32
20160306,7,11.62
20160306,8,2.69
20160306,9,7.38
20160306,10,12.92
20160306,11,20.55
20160306,12,32.07
20160306,13,39.38
20160306,14,53.83
20160306,15,49.71
20160306,16,54.06
20160306,17,54.32
20160306,18,57.84
20160306,19,34.05
20160306,20,15.25
20160306,21,36.11
20160306,22,35.64
20160306,23,67.1
20160307,0,54.7
20160307,1,56.62
20160307,2,69.61
20160307,3,72.08
20160307,4,65.93
20160307,5,55.3
20160307,6,52.11
20160307,7,46.58
20160307,8,50.44
20160307,9,18.01
20160307,10,22.06
20160307,11,34.24
20160307,12,51.6
20160307,13,63.43
20160307,14,65.94
20160307,15,62.33
20160307,16,62.27
20160307,17,68.17
20160307,18,64.98
20160307,19,61.72
20160307,20,39.57
20160307,21,30.29
20160307,22,19.94
20160307,23,11.7
20160308,0,20.55
20160308,1,30.41
20160308,2,36.46
20160308,3,12.74
20160308,4,3.14
20160308,5,4.25
20160308,6,14.66
20160308,7,17.95
20160308,8,3.45
20160308,9,15.09
20160308,10,19.15
20160308,11,33.52
20160308,12,50.79
20160308,13,54.45
20160308,14,50.61
20160308,15,58.34
20160308,16,57.27
20160308,17,54.7
20160308,18,49.52
20160308,19,31.45
20160308,20,43.46
20160308,21,36.69
20160308,22,27.59
20160308,23,29.82
20160309,0,25.06
20160309,1,33.39
20160309,2,36.94
20160309,3,40.88
20160309,4,44.82
20160309,5,46.19
20160309,6,47.62
20160309,7,42.04
20160309,8,38.07
20160309,9,36.15
20160309,10,40.47
20160309,11,45.58
20160309,12,49.3
20160309,13,49.26
20160309,14,58.61
20160309,15,63.04
20160309,16,57.53
20160309,17,59.25
20160309,18,52.63
20160309,19,48.64
20160309,20,41.04
20160309,21,31.12
20160309,22,18.45
20160309,23,26.74
20160310,0,36.71
20160310,1,38.12
20160310,2,38.73
20160310,3,37.41
20160310,4,43.97
20160310,5,46.52
20160310,6,37.76
20160310,7,13.33
20160310,8,6.04
20160310,9,13.32
20160310,10,28.42
20160310,11,46.57
20160310,12,50.58
20160310,13,57.16
20160310,14,64.53
20160310,15,63.54
20160310,16,62.29
20160310,17,59.04
20160310,18,49.82
20160310,19,45.26
20160310,20,45.94
20160310,21,43.32
20160310,22,40.66
20160310,23,39.81
20160311,0,38.3
20160311,1,36.29
20160311,2,37.76
20160311,3,32.11
20160311,4,27.95
20160311,5,25.64
20160311,6,20.09
20160311,7,9.84
20160311,8,3.65
20160311,9,7.96
20160311,10,13.84
20160311,11,21.23
20160311,12,29.42
20160311,13,34.92
20160311,14,34.62
20160311,15,38.84
20160311,16,42.78
20160311,17,43.88
20160311,18,30.52
20160311,19,16.06
20160311,20,16.73
20160311,21,18.23
20160311,22,20.3
20160311,23,20.44
20160312,0,16.21
20160312,1,13.35
20160312,2,9.19
20160312,3,13.35
20160312,4,18.31
20160312,5,21.38
20160312,6,26.64
20160312,7,28.36
20160312,8,22.11
20160312,9,24.14
20160312,10,29.17
20160312,11,33.55
20160312,12,41.03
20160312,13,47.36
20160312,14,60.02
20160312,15,62.26
20160312,16,65.55
20160312,17,71.48
20160312,18,65.08
20160312,19,59.85
20160312,20,50.74
20160312,21,52.53
20160312,22,42.0
20160312,23,31.01
20160313,0,27.19
20160313,1,28.8
20160313,2,30.66
20160313,3,37.35
20160313,4,44.05
20160313,5,47.32
20160313,6,47.53
20160313,7,44.74
20160313,8,51.34
20160313,9,62.17
20160313,10,64.24
20160313,11,62.89
20160313,12,63.38
20160313,13,65.23
20160313,14,69.22
20160313,15,71.77
20160313,16,73.26
20160313,17,69.27
20160313,18,67.88
20160313,19,63.51
20160313,20,59.56
20160313,21,54.61
20160313,22,49.73
20160313,23,48.0
20160314,0,46.84
20160314,1,44.81
20160314,2,49.93
20160314,3,55.64
20160314,4,54.34
20160314,5,52.68
20160314,6,46.95
20160314,7,36.91
20160314,8,22.83
20160314,9,29.86
20160314,10,43.99
20160314,11,50.49
20160314,12,54.18
20160314,13,59.6
20160314,14,66.35
20160314,15,70.44
20160314,16,68.01
20160314,17,68.44
20160314,18,68.67
20160314,19,68.8
20160314,20,66.6
20160314,21,55.94
20160314,22,46.04
20160314,23,45.6
20160315,0,47.05
20160315,1,48.23
20160315,2,50.38
20160315,3,50.56
20160315,4,43.0
20160315,5,37.28
20160315,6,32.97
20160315,7,15.89
20160315,8,13.58
20160315,9,16.25
20160315,10,33.39
20160315,11,39.54
20160315,12,39.34
20160315,13,43.8
20160315,14,45.88
20160315,15,39.05
20160315,16,40.93
20160315,17,37.21
20160315,18,36.27
20160315,19,31.14
20160315,20,25.61
20160315,21,22.59
20160315,22,24.36
20160315,23,23.68
20160316,0,24.71
20160316,1,25.48
20160316,2,29.24
20160316,3,29.25
20160316,4,30.43
20160316,5,30.19
20160316,6,29.24
20160316,7,20.81
20160316,8,14.6
20160316,9,27.75
20160316,10,39.62
20160316,11,50.66
20160316,12,59.23
20160316,13,63.95
20160316,14,67.05
20160316,15,70.0
20160316,16,66.09
20160316,17,61.19
20160316,18,59.44
20160316,19,51.23
20160316,20,39.46
20160316,21,41.63
20160316,22,35.7
20160316,23,32.41
20160317,0,38.46
20160317,1,40.03
20160317,2,38.66
20160317,3,39.89
20160317,4,41.13
20160317,5,35.02
20160317,6,28.89
20160317,7,17.7
20160317,8,11.89
20160317,9,17.16
20160317,10,29.78
20160317,11,50.14
20160317,12,70.3
20160317,13,71.19
20160317,14,71.66
20160317,15,77.46
20160317,16,72.62
20160317,17,69.6
20160317,18,64.47
20160317,19,50.56
20160317,20,44.8
20160317,21,47.45
20160317,22,49.91
20160317,23,47.81
20160318,0,60.71
20160318,1,66.89
20160318,2,71.29
20160318,3,71.87
20160318,4,67.89
20160318,5,61.92
20160318,6,51.13
20160318,7,37.83
20160318,8,43.76
20160318,9,46.48
20160318,10,51.79
20160318,11,54.24
20160318,12,59.98
20160318,13,62.1
20160318,14,62.97
20160318,15,63.0
20160318,16,67.81
20160318,17,64.44
20160318,18,63.65
20160318,19,74.02
20160318,20,73.36
20160318,21,72.54
20160318,22,72.72
20160318,23,78.74
20160319,0,78.68
20160319,1,79.4
20160319,2,85.52
20160319,3,84.72
20160319,4,83.81
20160319,5,82.42
20160319,6,79.84
20160319,7,79.96
20160319,8,78.3
20160319,9,77.35
20160319,10,75.45
20160319,11,76.93
20160319,12,78.38
20160319,13,83.41
20160319,14,81.66
20160319,15,80.34
20160319,16,78.74
20160319,17,75.74
20160319,18,74.66
20160319,19,77.4
20160319,20,81.13
20160319,21,84.73
20160319,22,84.78
20160319,23,83.68
20160320,0,82.96
20160320,1,82.25
20160320,2,79.35
20160320,3,79.67
20160320,4,79.27
20160320,5,68.59
20160320,6,66.53
20160320,7,64.18
20160320,8,59.8
20160320,9,58.96
20160320,10,72.89
20160320,11,79.21
20160320,12,82.33
20160320,13,80.81
20160320,14,67.8
20160320,15,65.15
20160320,16,73.11
20160320,17,77.22
20160320,18,70.93
20160320,19,64.22
20160320,20,58.48
20160320,21,64.08
20160320,22,66.5
20160320,23,66.74
20160321,0,64.54
20160321,1,58.62
20160321,2,48.19
20160321,3,52.98
20160321,4,57.77
20160321,5,60.2
20160321,6,70.04
20160321,7,67.82
20160321,8,53.04
20160321,9,46.52
20160321,10,47.74
20160321,11,46.02
20160321,12,57.44
20160321,13,63.21
20160321,14,65.37
20160321,15,63.43
20160321,16,52.73
20160321,17,51.12
20160321,18,48.32
20160321,19,58.79
20160321,20,56.55
20160321,21,46.48
20160321,22,48.99
20160321,23,40.11
20160322,0,47.22
20160322,1,53.95
20160322,2,54.5
20160322,3,52.25
20160322,4,53.26
20160322,5,52.11
20160322,6,54.04
20160322,7,35.86
20160322,8,20.89
20160322,9,23.58
20160322,10,29.77
20160322,11,38.16
20160322,12,36.25
20160322,13,39.61
20160322,14,41.42
20160322,15,41.95
20160322,16,49.27
20160322,17,43.73
20160322,18,51.75
20160322,19,63.19
20160322,20,66.07
20160322,21,58.01
20160322,22,35.68
20160322,23,36.4
20160323,0,46.47
20160323,1,64.14
20160323,2,54.64
20160323,3,47.93
20160323,4,56.62
20160323,5,63.15
20160323,6,58.19
20160323,7,65.02
20160323,8,63.36
20160323,9,70.91
20160323,10,67.96
20160323,11,77.77
20160323,12,81.77
20160323,13,82.75
20160323,14,81.67
20160323,15,83.5
20160323,16,80.42
20160323,17,77.45
20160323,18,71.61
20160323,19,63.23
20160323,20,57.17
20160323,21,43.93
20160323,22,40.26
20160323,23,35.39
20160324,0,45.03
20160324,1,38.94
20160324,2,46.38
20160324,3,48.53
20160324,4,49.54
20160324,5,43.81
20160324,6,34.74
20160324,7,32.44
20160324,8,14.66
20160324,9,11.14
20160324,10,10.47
20160324,11,13.12
20160324,12,13.0
20160324,13,22.97
20160324,14,23.87
20160324,15,32.02
20160324,16,38.25
20160324,17,38.45
20160324,18,42.66
20160324,19,38.33
20160324,20,36.55
20160324,21,36.04
20160324,22,35.01
20160324,23,51.84
20160325,0,55.29
20160325,1,57.76
20160325,2,57.04
20160325,3,58.76
20160325,4,60.48
20160325,5,59.61
20160325,6,58.94
20160325,7,51.98
20160325,8,41.65
20160325,9,34.0
20160325,10,31.16
20160325,11,27.14
20160325,12,52.6
20160325,13,66.95
20160325,14,69.85
20160325,15,64.35
20160325,16,66.23
20160325,17,68.83
20160325,18,76.57
20160325,19,69.82
20160325,20,46.57
20160325,21,46.46
20160325,22,41.77
20160325,23,35.91
20160326,0,22.52
20160326,1,2.87
20160326,2,0.87
20160326,3,3.48
20160326,4,19.37
20160326,5,22.98
20160326,6,18.66
20160326,7,26.96
20160326,8,33.96
20160326,9,39.57
20160326,10,52.07
20160326,11,59.25
20160326,12,65.63
20160326,13,67.83
20160326,14,62.15
20160326,15,61.67
20160326,16,67.8
20160326,17,65.49
20160326,18,63.77
20160326,19,62.59
20160326,20,57.94
20160326,21,66.18
20160326,22,55.28
20160326,23,50.92
20160327,0,53.51
20160327,1,54.96
20160327,2,57.48
20160327,3,78.69
20160327,4,88.63
20160327,5,79.7
20160327,6,84.11
20160327,7,83.19
20160327,8,81.15
20160327,9,74.82
20160327,10,72.29
20160327,11,71.18
20160327,12,70.49
20160327,13,70.99
20160327,14,65.62
20160327,15,69.63
20160327,16,70.49
20160327,17,65.32
20160327,18,60.85
20160327,19,51.36
20160327,20,60.25
20160327,21,50.53
20160327,22,49.96
20160327,23,55.9
20160328,0,59.34
20160328,1,57.7
20160328,2,58.87
20160328,3,59.19
20160328,4,60.81
20160328,5,64.27
20160328,6,65.73
20160328,7,67.4
20160328,8,68.14
20160328,9,68.65
20160328,10,67.78
20160328,11,64.57
20160328,12,67.44
20160328,13,74.95
20160328,14,75.11
20160328,15,73.88
20160328,16,75.46
20160328,17,74.17
20160328,18,72.49
20160328,19,67.89
20160328,20,60.37
20160328,21,59.81
20160328,22,64.85
20160328,23,69.78
20160329,0,71.06
20160329,1,72.72
20160329,2,71.53
20160329,3,73.02
20160329,4,74.5
20160329,5,70.67
20160329,6,58.09
20160329,7,52.16
20160329,8,52.09
20160329,9,54.76
20160329,10,54.95
20160329,11,55.55
20160329,12,56.94
20160329,13,67.24
20160329,14,72.03
20160329,15,69.45
20160329,16,72.89
20160329,17,75.26
20160329,18,72.55
20160329,19,72.1
20160329,20,62.29
20160329,21,45.69
20160329,22,16.65
20160329,23,33.07
20160330,0,36.05
20160330,1,53.72
20160330,2,61.86
20160330,3,61.11
20160330,4,66.67
20160330,5,59.97
20160330,6,45.49
20160330,7,41.22
20160330,8,41.92
20160330,9,44.63
20160330,10,55.89
20160330,11,62.76
20160330,12,64.02
20160330,13,72.79
20160330,14,77.26
20160330,15,78.61
20160330,16,77.76
20160330,17,73.44
20160330,18,68.01
20160330,19,65.93
20160330,20,54.81
20160330,21,41.89
20160330,22,14.5
20160330,23,2.72
20160331,0,0.68
20160331,1,0.2
20160331,2,6.12
20160331,3,9.91
20160331,4,8.88
20160331,5,14.65
20160331,6,0.95
20160331,7,0.98
20160331,8,1.69
20160331,9,1.8
20160331,10,10.74
20160331,11,31.28
20160331,12,50.01
20160331,13,60.93
20160331,14,65.19
20160331,15,62.9
20160331,16,65.34
20160331,17,67.71
20160331,18,64.74
20160331,19,64.72
20160331,20,60.84
20160331,21,62.06
20160331,22,68.24
20160331,23,67.77
20160401,0,65.53
20160401,1,61.93
20160401,2,58.11
20160401,3,59.47
20160401,4,59.98
20160401,5,48.14
20160401,6,35.03
20160401,7,20.8
20160401,8,16.89
20160401,9,49.84
20160401,10,48.21
20160401,11,64.95
20160401,12,73.9
20160401,13,73.43
20160401,14,73.56
20160401,15,71.35
20160401,16,77.24
20160401,17,74.9
20160401,18,68.98
20160401,19,49.5
20160401,20,25.51
20160401,21,18.96
20160401,22,17.19
20160401,23,8.81
20160402,0,3.54
20160402,1,2.76
20160402,2,11.01
20160402,3,8.74
20160402,4,6.46
20160402,5,6.29
20160402,6,7.4
20160402,7,10.15
20160402,8,10.45
20160402,9,15.52
20160402,10,28.39
20160402,11,32.56
20160402,12,45.51
20160402,13,62.74
20160402,14,63.74
20160402,15,64.12
20160402,16,62.42
20160402,17,61.58
20160402,18,60.89
20160402,19,52.75
20160402,20,43.56
20160402,21,38.68
20160402,22,35.95
20160402,23,30.49
20160403,0,31.74
20160403,1,30.23
20160403,2,27.82
20160403,3,31.1
20160403,4,35.56
20160403,5,32.04
20160403,6,28.7
20160403,7,25.25
20160403,8,22.92
20160403,9,22.46
20160403,10,29.63
20160403,11,49.96
20160403,12,58.51
20160403,13,65.69
20160403,14,75.18
20160403,15,86.18
20160403,16,94.46
20160403,17,97.75
20160403,18,94.05
20160403,19,76.41
20160403,20,55.73
20160403,21,62.46
20160403,22,60.08
20160403,23,56.48
20160404,0,56.29
20160404,1,48.45
20160404,2,54.28
20160404,3,53.59
20160404,4,48.98
20160404,5,45.94
20160404,6,33.56
20160404,7,8.76
20160404,8,10.67
20160404,9,22.38
20160404,10,25.64
20160404,11,35.98
20160404,12,62.09
20160404,13,70.16
20160404,14,73.42
20160404,15,73.54
20160404,16,73.54
20160404,17,75.57
20160404,18,72.64
20160404,19,68.53
20160404,20,53.36
20160404,21,50.95
20160404,22,17.31
20160404,23,17.21
20160405,0,33.03
20160405,1,31.38
20160405,2,34.76
20160405,3,24.13
20160405,4,22.88
20160405,5,30.22
20160405,6,10.96
20160405,7,5.72
20160405,8,9.53
20160405,9,27.74
20160405,10,41.39
20160405,11,30.6
20160405,12,23.41
20160405,13,62.37
20160405,14,67.15
20160405,15,68.01
20160405,16,77.88
20160405,17,70.47
20160405,18,69.55
20160405,19,61.38
20160405,20,53.08
20160405,21,45.44
20160405,22,41.48
20160405,23,43.44
20160406,0,43.42
20160406,1,47.71
20160406,2,49.42
20160406,3,49.18
20160406,4,48.94
20160406,5,47.46
20160406,6,42.18
20160406,7,36.82
20160406,8,39.38
20160406,9,45.13
20160406,10,51.97
20160406,11,61.39
20160406,12,63.61
20160406,13,58.52
20160406,14,55.02
20160406,15,55.36
20160406,16,55.34
20160406,17,52.22
20160406,18,64.99
20160406,19,79.93
20160406,20,79.78
20160406,21,69.68
20160406,22,78.31
20160406,23,75.6
20160407,0,67.18
20160407,1,61.12
20160407,2,57.72
20160407,3,49.62
20160407,4,50.06
20160407,5,49.77
20160407,6,42.58
20160407,7,36.97
20160407,8,33.68
20160407,9,48.69
20160407,10,48.79
20160407,11,49.66
20160407,12,51.38
20160407,13,54.92
20160407,14,62.98
20160407,15,58.61
20160407,16,59.82
20160407,17,65.25
20160407,18,63.1
20160407,19,59.8
20160407,20,48.38
20160407,21,33.72
20160407,22,34.72
20160407,23,30.04
20160408,0,32.37
20160408,1,31.08
20160408,2,28.15
20160408,3,26.35
20160408,4,18.39
20160408,5,16.94
20160408,6,6.08
20160408,7,2.1
20160408,8,5.64
20160408,9,14.93
20160408,10,35.35
20160408,11,50.16
20160408,12,62.57
20160408,13,60.26
20160408,14,64.84
20160408,15,53.95
20160408,16,48.32
20160408,17,35.33
20160408,18,61.41
20160408,19,58.75
20160408,20,55.69
20160408,21,32.46
20160408,22,4.26
20160408,23,1.33
20160409,0,0.78
20160409,1,1.05
20160409,2,1.15
20160409,3,0.77
20160409,4,1.39
20160409,5,1.64
20160409,6,3.99
20160409,7,6.13
20160409,8,12.31
20160409,9,24.66
20160409,10,31.24
20160409,11,59.17
20160409,12,72.23
20160409,13,77.35
20160409,14,84.1
20160409,15,87.26
20160409,16,85.95
20160409,17,87.86
20160409,18,84.16
20160409,19,80.68
20160409,20,70.97
20160409,21,61.21
20160409,22,56.56
20160409,23,50.64
20160410,0,53.9
20160410,1,54.92
20160410,2,52.5
20160410,3,59.74
20160410,4,66.99
20160410,5,64.37
20160410,6,66.7
20160410,7,53.06
20160410,8,50.56
20160410,9,57.16
20160410,10,67.77
20160410,11,75.44
20160410,12,79.75
20160410,13,82.98
20160410,14,82.57
20160410,15,84.49
20160410,16,82.21
20160410,17,83.2
20160410,18,87.1
20160410,19,81.33
20160410,20,74.61
20160410,21,65.1
20160410,22,55.66
20160410,23,50.49
20160411,0,58.94
20160411,1,63.12
20160411,2,62.46
20160411,3,61.09
20160411,4,60.19
20160411,5,58.58
20160411,6,48.8
20160411,7,47.08
20160411,8,53.82
20160411,9,61.67
20160411,10,65.78
20160411,11,68.25
20160411,12,72.59
20160411,13,73.68
20160411,14,74.27
20160411,15,76.0
20160411,16,76.96
20160411,17,76.99
20160411,18,76.62
20160411,19,75.69
20160411,20,76.45
20160411,21,74.79
20160411,22,69.73
20160411,23,66.26
20160412,0,56.87
20160412,1,71.77
20160412,2,69.02
20160412,3,66.35
20160412,4,61.95
20160412,5,44.93
20160412,6,35.05
20160412,7,19.86
20160412,8,45.88
20160412,9,57.58
20160412,10,66.24
20160412,11,67.36
20160412,12,72.71
20160412,13,76.24
20160412,14,77.35
20160412,15,76.96
20160412,16,77.98
20160412,17,75.27
20160412,18,71.88
20160412,19,72.76
20160412,20,80.45
20160412,21,67.83
20160412,22,61.37
20160412,23,60.96
20160413,0,48.37
20160413,1,37.7
20160413,2,37.28
20160413,3,41.82
20160413,4,40.49
20160413,5,20.79
20160413,6,6.98
20160413,7,4.3
20160413,8,7.21
20160413,9,24.81
20160413,10,44.65
20160413,11,48.43
20160413,12,53.17
20160413,13,62.13
20160413,14,70.84
20160413,15,65.92
20160413,16,72.25
20160413,17,75.0
20160413,18,79.28
20160413,19,78.13
20160413,20,73.51
20160413,21,59.1
20160413,22,26.7
20160413,23,16.28
20160414,0,25.76
20160414,1,26.01
20160414,2,15.58
20160414,3,7.88
20160414,4,0.17
20160414,5,0.38
20160414,6,0.6
20160414,7,2.34
20160414,8,8.36
20160414,9,24.32
20160414,10,36.01
20160414,11,47.53
20160414,12,61.49
20160414,13,72.87
20160414,14,77.61
20160414,15,90.11
20160414,16,83.32
20160414,17,83.31
20160414,18,85.56
20160414,19,83.51
20160414,20,68.94
20160414,21,32.83
20160414,22,47.89
20160414,23,46.05
20160415,0,36.43
20160415,1,35.82
20160415,2,43.88
20160415,3,68.5
20160415,4,70.0
20160415,5,62.43
20160415,6,45.34
20160415,7,32.05
20160415,8,36.54
20160415,9,46.57
20160415,10,46.27
20160415,11,49.54
20160415,12,45.42
20160415,13,57.3
20160415,14,72.17
20160415,15,67.93
20160415,16,67.55
20160415,17,72.46
20160415,18,66.56
20160415,19,68.77
20160415,20,57.18
20160415,21,38.3
20160415,22,36.92
20160415,23,42.22
20160416,0,48.29
20160416,1,52.41
20160416,2,56.84
20160416,3,60.05
20160416,4,65.27
20160416,5,73.15
20160416,6,71.32
20160416,7,70.85
20160416,8,63.9
20160416,9,58.0
20160416,10,52.38
20160416,11,61.39
20160416,12,73.91
20160416,13,80.57
20160416,14,83.06
20160416,15,85.57
20160416,16,78.21
20160416,17,81.93
20160416,18,86.23
20160416,19,84.07
20160416,20,78.59
20160416,21,72.19
20160416,22,67.1
20160416,23,53.75
20160417,0,57.65
20160417,1,51.39
20160417,2,56.65
20160417,3,53.91
20160417,4,49.65
20160417,5,55.53
20160417,6,57.87
20160417,7,53.44
20160417,8,62.21
20160417,9,71.62
20160417,10,71.71
20160417,11,68.39
20160417,12,77.62
20160417,13,76.56
20160417,14,81.86
20160417,15,81.06
20160417,16,79.88
20160417,17,77.46
20160417,18,75.13
20160417,19,74.75
20160417,20,63.55
20160417,21,48.9
20160417,22,37.08
20160417,23,33.05
20160418,0,38.64
20160418,1,45.63
20160418,2,41.35
20160418,3,36.75
