YYYYMMDD,HH,O3
20170110,18,0.07
20170110,19,-0.19
20170110,20,-0.2
20170110,21,-0.19
20170110,22,0.18
20170110,23,0.94
20170111,0,0.58
20170111,1,1.73
20170111,2,3.93
20170111,3,2.08
20170111,4,0.24
20170111,5,-0.59
20170111,6,0.52
20170111,7,6.79
20170111,8,12.31
20170111,9,19.95
20170111,10,26.81
20170111,11,25.57
20170111,12,29.87
20170111,13,52.83
20170111,14,68.31
20170111,15,72.13
20170111,16,71.13
20170111,17,69.74
20170111,18,67.77
20170111,19,70.78
20170111,20,73.69
20170111,21,71.59
20170111,22,68.63
20170111,23,65.95
20170112,0,66.96
20170112,1,65.9
20170112,2,64.08
20170112,3,64.53
20170112,4,53.17
20170112,5,51.79
20170112,6,60.91
20170112,7,53.45
20170112,8,41.25
20170112,9,39.36
20170112,10,36.93
20170112,11,35.79
20170112,12,37.05
20170112,13,42.62
20170112,14,45.69
20170112,15,41.73
20170112,16,38.18
20170112,17,31.63
20170112,18,35.89
20170112,19,27.85
20170112,20,28.89
20170112,21,35.15
20170112,22,45.33
20170112,23,47.49
20170113,0,43.31
20170113,1,39.65
20170113,2,41.68
20170113,3,54.1
20170113,4,64.22
20170113,5,62.39
20170113,6,64.95
20170113,7,66.36
20170113,8,64.92
20170113,9,53.82
20170113,10,56.52
20170113,11,54.39
20170113,12,55.43
20170113,13,45.56
20170113,14,58.45
20170113,15,53.4
20170113,16,38.34
20170113,17,34.91
20170113,18,26.51
20170113,19,21.13
20170113,20,64.24
20170113,21,68.89
20170113,22,69.49
20170113,23,71.23
20170114,0,72.62
20170114,1,72.62
20170114,2,74.75
20170114,3,77.33
20170114,4,75.72
20170114,5,74.94
20170114,6,69.08
20170114,7,69.26
20170114,8,60.62
20170114,9,56.59
20170114,10,53.37
20170114,11,44.78
20170114,12,32.39
20170114,13,52.09
20170114,14,53.32
20170114,15,51.45
20170114,16,49.2
20170114,17,53.36
20170114,18,64.13
20170114,19,48.53
20170114,20,48.03
20170114,21,61.99
20170114,22,45.07
20170114,23,46.01
20170115,0,48.39
20170115,1,38.38
20170115,2,40.27
20170115,3,43.5
20170115,4,46.73
20170115,5,45.98
20170115,6,43.95
20170115,7,45.56
20170115,8,34.32
20170115,9,27.7
20170115,10,28.92
20170115,11,23.44
20170115,12,25.73
20170115,13,21.4
20170115,14,29.49
20170115,15,33.36
20170115,16,21.69
20170115,17,9.19
20170115,18,0.04
20170115,19,-0.35
20170115,20,-0.04
20170115,21,-0.15
20170115,22,-0.33
20170115,23,2.45
20170116,0,1.74
20170116,1,7.2
20170116,2,22.61
20170116,3,15.68
20170116,4,23.94
20170116,5,28.28
20170116,6,29.54
20170116,7,11.6
20170116,8,1.2
20170116,9,-0.12
20170116,10,3.37
20170116,11,9.83
20170116,12,11.97
20170116,13,20.97
20170116,14,25.11
20170116,15,22.82
20170116,16,21.49
20170116,17,18.08
20170116,18,20.92
20170116,19,29.51
20170116,20,27.15
20170116,21,24.34
20170116,22,22.4
20170116,23,29.33
20170117,0,34.47
20170117,1,34.26
20170117,2,32.45
20170117,3,32.51
20170117,4,37.12
20170117,5,35.82
20170117,6,33.57
20170117,7,33.52
20170117,8,29.84
20170117,9,29.21
20170117,10,29.92
20170117,11,29.18
20170117,12,29.91
20170117,13,25.79
20170117,14,21.67
20170117,15,17.55
20170117,16,13.43
20170117,17,6.46
20170117,18,0.85
20170117,19,-0.07
20170117,20,-0.13
20170117,21,-0.28
20170117,22,-0.17
20170117,23,0.02
20170118,0,5.09
20170118,1,2.64
20170118,2,3.16
20170118,3,4.93
20170118,4,13.52
20170118,5,18.32
20170118,6,25.49
20170118,7,21.98
20170118,8,4.58
20170118,9,2.04
20170118,10,10.07
20170118,11,14.94
20170118,12,16.04
20170118,13,12.83
20170118,14,14.85
20170118,15,13.09
20170118,16,11.06
20170118,17,3.26
20170118,18,-0.29
20170118,19,-0.28
20170118,20,-0.29
20170118,21,-0.18
20170118,22,-0.04
20170118,23,-0.08
20170119,0,-0.05
20170119,1,-0.16
20170119,2,-0.24
20170119,3,-0.3
20170119,4,-0.35
20170119,5,-0.41
20170119,6,-0.37
20170119,7,-0.35
20170119,8,-0.35
20170119,9,-0.15
20170119,10,0.73
20170119,11,2.63
20170119,12,3.03
20170119,13,7.87
20170119,14,12.08
20170119,15,11.87
20170119,16,6.43
20170119,17,1.98
20170119,18,0.13
20170119,19,0.09
20170119,20,0.2
20170119,21,0.2
20170119,22,0.2
20170119,23,0.14
20170120,0,-0.04
20170120,1,-0.17
20170120,2,-0.19
20170120,3,-0.22
20170120,4,-0.31
20170120,5,-0.29
20170120,6,-0.34
20170120,7,-0.27
20170120,8,-0.32
20170120,9,-0.09
20170120,10,1.36
20170120,11,5.57
20170120,12,7.64
20170120,13,18.27
20170120,14,27.34
20170120,15,30.1
20170120,16,18.74
20170120,17,6.27
20170120,18,0.19
20170120,19,0.72
20170120,20,8.68
20170120,21,5.5
20170120,22,6.82
20170120,23,12.67
20170121,0,13.38
20170121,1,12.64
20170121,2,19.66
20170121,3,22.03
20170121,4,22.28
20170121,5,21.73
20170121,6,18.26
20170121,7,16.08
20170121,8,11.84
20170121,9,7.4
20170121,10,9.63
20170121,11,15.44
20170121,12,23.09
20170121,13,28.47
20170121,14,32.11
20170121,15,31.29
20170121,16,29.66
20170121,17,24.2
20170121,18,13.72
20170121,19,3.21
20170121,20,1.61
20170121,21,0.69
20170121,22,0.45
20170121,23,0.53
20170122,0,0.11
20170122,1,0.05
20170122,2,0.07
20170122,3,-0.03
20170122,4,-0.01
20170122,5,-0.02
20170122,6,0.0
20170122,7,-0.05
20170122,8,-0.04
20170122,9,0.23
20170122,10,2.41
20170122,11,5.86
20170122,12,10.02
20170122,13,12.09
20170122,14,15.56
20170122,15,15.13
20170122,16,11.08
20170122,17,5.29
20170122,18,0.52
20170122,19,0.86
20170122,20,0.67
20170122,21,0.98
20170122,22,2.72
20170122,23,10.21
20170123,0,22.05
20170123,1,22.87
20170123,2,22.24
20170123,3,20.94
20170123,4,19.63
20170123,5,17.11
20170123,6,5.31
20170123,7,-0.21
20170123,8,-0.57
20170123,9,-0.57
20170123,10,0.47
20170123,11,3.26
20170123,12,4.31
20170123,13,7.34
20170123,14,4.23
20170123,15,7.03
20170123,16,2.68
20170123,17,0.18
20170123,18,-0.59
20170123,19,-0.59
20170123,20,0.94
20170123,21,0.18
20170123,22,-0.44
20170123,23,-0.83
20170124,0,-0.83
20170124,1,-0.78
20170124,2,-0.81
20170124,3,-0.85
20170124,4,-0.82
20170124,5,-0.79
20170124,6,-0.86
20170124,7,-0.83
20170124,8,-0.74
20170124,9,-0.65
20170124,10,0.41
20170124,11,2.44
20170124,12,5.1
20170124,13,7.61
20170124,14,7.81
20170124,15,7.32
20170124,16,6.41
20170124,17,8.33
20170124,18,2.54
20170124,19,0.26
20170124,20,3.37
20170124,21,8.7
20170124,22,9.52
20170124,23,18.69
20170125,0,15.95
20170125,1,16.07
20170125,2,22.77
20170125,3,22.88
20170125,4,25.41
20170125,5,22.07
20170125,6,15.96
20170125,7,5.08
20170125,8,0.01
20170125,9,-0.32
20170125,10,0.82
20170125,11,6.11
20170125,12,13.06
20170125,13,20.55
20170125,14,13.51
20170125,15,12.43
20170125,16,10.75
20170125,17,5.39
20170125,18,4.0
20170125,19,1.83
20170125,20,-0.21
20170125,21,-0.21
20170125,22,-0.34
20170125,23,-0.41
20170126,0,-0.36
20170126,1,0.09
20170126,2,0.37
20170126,3,1.94
20170126,4,4.67
20170126,5,4.12
20170126,6,3.01
20170126,7,2.74
20170126,8,1.58
20170126,9,0.89
20170126,10,4.65
20170126,11,14.42
20170126,12,26.32
20170126,13,29.21
20170126,14,28.03
20170126,15,26.72
20170126,16,17.79
20170126,17,12.02
20170126,18,1.93
20170126,19,-0.14
20170126,20,-0.08
20170126,21,0.39
20170126,22,0.24
20170126,23,-0.09
20170127,0,0.29
20170127,1,0.15
20170127,2,-0.14
20170127,3,0.08
20170127,4,0.31
20170127,5,2.86
20170127,6,1.14
20170127,7,1.98
20170127,8,2.52
20170127,9,3.22
20170127,10,8.05
20170127,11,15.19
20170127,12,17.03
20170127,13,18.61
20170127,14,20.61
20170127,15,23.83
20170127,16,18.45
20170127,17,11.49
20170127,18,1.64
20170127,19,0.7
20170127,20,0.0
20170127,21,0.15
20170127,22,0.51
20170127,23,1.96
20170128,0,3.88
20170128,1,4.25
20170128,2,10.04
20170128,3,15.13
20170128,4,7.88
20170128,5,6.08
20170128,6,6.8
20170128,7,6.23
20170128,8,3.71
20170128,9,7.33
20170128,10,12.95
20170128,11,18.57
20170128,12,26.04
20170128,13,24.48
20170128,14,21.82
20170128,15,24.54
20170128,16,23.12
20170128,17,17.33
20170128,18,6.48
20170128,19,1.47
20170128,20,5.56
20170128,21,19.45
20170128,22,13.32
20170128,23,15.97
20170129,0,21.19
20170129,1,21.39
20170129,2,20.23
20170129,3,18.87
20170129,4,22.63
20170129,5,25.73
20170129,6,27.54
20170129,7,29.75
20170129,8,22.41
20170129,9,23.36
20170129,10,25.2
20170129,11,31.57
20170129,12,34.79
20170129,13,34.94
20170129,14,35.7
20170129,15,37.94
20170129,16,34.7
20170129,17,35.64
20170129,18,33.56
20170129,19,19.16
20170129,20,22.24
20170129,21,31.2
20170129,22,39.3
20170129,23,46.18
20170130,0,44.0
20170130,1,49.13
20170130,2,54.92
20170130,3,52.02
20170130,4,52.41
20170130,5,55.52
20170130,6,51.9
20170130,7,39.39
20170130,8,21.37
20170130,9,20.49
20170130,10,20.22
20170130,11,14.68
20170130,12,12.43
20170130,13,15.49
20170130,14,11.76
20170130,15,31.08
20170130,16,35.35
20170130,17,36.23
20170130,18,34.05
20170130,19,36.78
20170130,20,38.67
20170130,21,35.88
20170130,22,40.06
20170130,23,41.61
20170131,0,48.92
20170131,1,50.18
20170131,2,55.41
20170131,3,55.68
20170131,4,55.95
20170131,5,53.06
20170131,6,45.81
20170131,7,42.36
20170131,8,29.78
20170131,9,22.99
20170131,10,22.75
20170131,11,15.55
20170131,12,32.3
20170131,13,46.14
20170131,14,47.23
20170131,15,32.23
20170131,16,19.25
20170131,17,18.66
20170131,18,28.25
20170131,19,19.44
20170131,20,16.61
20170131,21,18.36
20170131,22,28.15
20170131,23,27.52
20170201,0,17.85
20170201,1,10.68
20170201,2,9.06
20170201,3,18.84
20170201,4,15.72
20170201,5,10.06
20170201,6,8.16
20170201,7,8.12
20170201,8,15.51
20170201,9,15.53
20170201,10,16.41
20170201,11,17.81
20170201,12,16.9
20170201,13,19.56
20170201,14,17.19
20170201,15,15.75
20170201,16,12.2
20170201,17,8.12
20170201,18,3.72
20170201,19,1.58
20170201,20,0.96
20170201,21,1.56
20170201,22,4.97
20170201,23,6.31
20170202,0,7.79
20170202,1,6.67
20170202,2,5.74
20170202,3,6.22
20170202,4,6.56
20170202,5,6.07
20170202,6,6.24
20170202,7,5.04
20170202,8,0.76
20170202,9,0.83
20170202,10,4.14
20170202,11,7.28
20170202,12,12.81
20170202,13,15.51
20170202,14,23.12
20170202,15,26.26
20170202,16,24.77
20170202,17,15.31
20170202,18,2.63
20170202,19,1.87
20170202,20,8.22
20170202,21,13.74
20170202,22,14.66
20170202,23,14.01
20170203,0,18.36
20170203,1,19.21
20170203,2,18.49
20170203,3,15.75
20170203,4,16.18
20170203,5,17.84
20170203,6,15.94
20170203,7,7.72
20170203,8,-0.64
20170203,9,2.03
20170203,10,4.37
20170203,11,10.53
20170203,12,24.41
20170203,13,32.69
20170203,14,40.87
20170203,15,43.94
20170203,16,38.25
20170203,17,27.76
20170203,18,31.27
20170203,19,26.08
20170203,20,21.54
20170203,21,26.53
20170203,22,37.4
20170203,23,44.8
20170204,0,42.66
20170204,1,39.5
20170204,2,43.72
20170204,3,45.58
20170204,4,47.43
20170204,5,51.48
20170204,6,46.29
20170204,7,41.94
20170204,8,40.07
20170204,9,28.22
20170204,10,24.65
20170204,11,26.86
20170204,12,32.49
20170204,13,36.67
20170204,14,37.25
20170204,15,30.1
20170204,16,22.99
20170204,17,20.77
20170204,18,17.7
20170204,19,21.95
20170204,20,25.35
20170204,21,30.4
20170204,22,22.76
20170204,23,22.66
20170205,0,25.63
20170205,1,7.3
20170205,2,28.11
20170205,3,33.46
20170205,4,32.82
20170205,5,22.64
20170205,6,4.36
20170205,7,2.7
20170205,8,13.71
20170205,9,9.15
20170205,10,13.25
20170205,11,27.74
20170205,12,41.44
20170205,13,40.89
20170205,14,56.39
20170205,15,57.53
20170205,16,58.38
20170205,17,47.92
20170205,18,25.72
20170205,19,18.3
20170205,20,23.01
20170205,21,27.84
20170205,22,32.13
20170205,23,25.53
20170206,0,28.13
20170206,1,24.66
20170206,2,38.67
20170206,3,40.89
20170206,4,37.31
20170206,5,29.04
20170206,6,20.55
20170206,7,11.5
20170206,8,8.38
20170206,9,3.18
20170206,10,4.91
20170206,11,3.14
20170206,12,13.28
20170206,13,25.83
20170206,14,22.14
20170206,15,14.6
20170206,16,10.61
20170206,17,2.32
20170206,18,0.86
20170206,19,-0.99
20170206,20,-0.96
20170206,21,-0.9
20170206,22,-0.84
20170206,23,-0.86
20170207,0,-0.46
20170207,1,-0.59
20170207,2,-0.26
20170207,3,4.71
20170207,4,6.6
20170207,5,4.33
20170207,6,2.79
20170207,7,2.94
20170207,8,4.19
20170207,9,2.43
20170207,10,2.02
20170207,11,5.89
20170207,12,5.38
20170207,13,5.25
20170207,14,5.29
20170207,15,4.74
20170207,16,3.03
20170207,17,0.97
20170207,18,1.12
20170207,19,3.04
20170207,20,7.33
20170207,21,9.74
20170207,22,13.35
20170207,23,14.43
20170208,0,13.64
20170208,1,12.76
20170208,2,14.4
20170208,3,13.18
20170208,4,11.96
20170208,5,12.46
20170208,6,12.53
20170208,7,10.93
20170208,8,7.76
20170208,9,6.8
20170208,10,6.71
20170208,11,9.77
20170208,12,11.31
20170208,13,12.03
20170208,14,11.4
20170208,15,10.11
20170208,16,9.72
20170208,17,9.34
20170208,18,9.82
20170208,19,11.84
20170208,20,17.71
20170208,21,20.58
20170208,22,22.23
20170208,23,24.21
20170209,0,27.93
20170209,1,30.53
20170209,2,29.89
20170209,3,28.83
20170209,4,28.75
20170209,5,28.63
20170209,6,27.34
20170209,7,23.94
20170209,8,19.45
20170209,9,19.44
20170209,10,17.97
20170209,11,18.15
20170209,12,19.87
20170209,13,19.68
20170209,14,18.77
20170209,15,17.19
20170209,16,15.54
20170209,17,13.42
20170209,18,12.51
20170209,19,14.67
20170209,20,16.91
20170209,21,21.55
20170209,22,23.86
20170209,23,23.48
20170210,0,24.2
20170210,1,23.69
20170210,2,20.51
20170210,3,17.58
20170210,4,19.27
20170210,5,19.62
20170210,6,16.88
20170210,7,13.17
20170210,8,7.86
20170210,9,8.37
20170210,10,14.06
20170210,11,17.89
20170210,12,17.27
20170210,13,16.68
20170210,14,17.9
20170210,15,14.74
20170210,16,10.8
20170210,17,6.08
20170210,18,2.56
20170210,19,0.79
20170210,20,0.42
20170210,21,0.32
20170210,22,0.32
20170210,23,0.41
20170211,0,0.61
20170211,1,0.64
20170211,2,1.48
20170211,3,2.19
20170211,4,3.25
20170211,5,3.56
20170211,6,4.51
20170211,7,6.1
20170211,8,6.91
20170211,9,7.01
20170211,10,6.5
20170211,11,8.92
20170211,12,14.92
20170211,13,16.97
20170211,14,17.17
20170211,15,18.06
20170211,16,18.89
20170211,17,15.13
20170211,18,13.65
20170211,19,15.34
20170211,20,17.35
20170211,21,20.59
20170211,22,22.31
20170211,23,21.96
20170212,0,22.49
20170212,1,22.29
20170212,2,21.91
20170212,3,22.42
20170212,4,22.93
20170212,5,24.62
20170212,6,24.87
20170212,7,24.82
20170212,8,25.29
20170212,9,25.23
20170212,10,26.9
20170212,11,29.98
20170212,12,32.09
20170212,13,36.31
20170212,14,40.45
20170212,15,41.98
20170212,16,41.23
20170212,17,37.44
20170212,18,33.27
20170212,19,31.76
20170212,20,28.35
20170212,21,26.65
20170212,22,25.33
20170212,23,24.57
20170213,0,26.11
20170213,1,27.12
20170213,2,27.43
20170213,3,28.23
20170213,4,28.6
20170213,5,27.38
20170213,6,25.61
20170213,7,20.42
20170213,8,18.36
20170213,9,15.23
20170213,10,22.37
20170213,11,28.38
20170213,12,33.33
20170213,13,37.19
20170213,14,40.72
20170213,15,46.53
20170213,16,49.12
20170213,17,45.8
20170213,18,42.18
20170213,19,28.35
20170213,20,29.9
20170213,21,35.71
20170213,22,38.56
20170213,23,38.1
20170214,0,46.36
20170214,1,51.76
20170214,2,53.99
20170214,3,54.22
20170214,4,52.77
20170214,5,50.32
20170214,6,44.49
20170214,7,31.09
20170214,8,20.53
20170214,9,15.73
20170214,10,22.53
20170214,11,34.16
20170214,12,34.17
20170214,13,33.75
20170214,14,33.33
20170214,15,30.37
20170214,16,24.89
20170214,17,16.11
20170214,18,4.46
20170214,19,0.3
20170214,20,0.24
20170214,21,0.21
20170214,22,0.14
20170214,23,0.4
20170215,0,0.01
20170215,1,-0.12
20170215,2,-0.17
20170215,3,-0.33
20170215,4,-0.35
20170215,5,-0.39
20170215,6,-0.44
20170215,7,-0.41
20170215,8,-0.3
20170215,9,1.74
20170215,10,5.91
20170215,11,11.67
20170215,12,14.75
20170215,13,18.56
20170215,14,20.84
20170215,15,20.52
20170215,16,16.27
20170215,17,12.87
20170215,18,2.33
20170215,19,-0.1
20170215,20,-0.36
20170215,21,2.28
20170215,22,16.79
20170215,23,28.5
20170216,0,33.04
20170216,1,44.21
20170216,2,47.67
20170216,3,47.6
20170216,4,47.54
20170216,5,45.58
20170216,6,42.44
20170216,7,27.57
20170216,8,21.52
20170216,9,22.84
20170216,10,22.18
20170216,11,21.27
20170216,12,21.17
20170216,13,22.7
20170216,14,27.15
20170216,15,36.12
20170216,16,38.37
20170216,17,39.51
20170216,18,30.64
20170216,19,19.86
20170216,20,21.92
20170216,21,16.39
20170216,22,15.3
20170216,23,18.23
20170217,0,19.73
20170217,1,18.03
20170217,2,18.26
20170217,3,17.3
20170217,4,18.04
20170217,5,14.92
20170217,6,24.37
20170217,7,25.61
20170217,8,26.01
20170217,9,18.36
20170217,10,20.95
20170217,11,28.47
20170217,12,31.94
20170217,13,39.52
20170217,14,42.66
20170217,15,38.49
20170217,16,37.52
20170217,17,40.11
20170217,18,33.68
20170217,19,27.72
20170217,20,16.04
20170217,21,19.56
20170217,22,21.81
20170217,23,33.94
20170218,0,27.92
20170218,1,24.26
20170218,2,24.04
20170218,3,30.48
20170218,4,24.56
20170218,5,16.99
20170218,6,14.65
20170218,7,21.01
20170218,8,22.81
20170218,9,16.42
20170218,10,9.22
20170218,11,9.73
20170218,12,11.5
20170218,13,17.28
20170218,14,25.2
20170218,15,28.74
20170218,16,38.22
20170218,17,41.53
20170218,18,34.54
20170218,19,16.44
20170218,20,3.12
20170218,21,1.16
20170218,22,7.56
20170218,23,18.05
20170219,0,29.83
20170219,1,24.89
20170219,2,20.53
20170219,3,20.44
20170219,4,23.06
20170219,5,24.95
20170219,6,26.78
20170219,7,31.8
20170219,8,30.31
20170219,9,27.51
20170219,10,23.28
20170219,11,20.57
20170219,12,20.46
20170219,13,17.82
20170219,14,19.76
20170219,15,34.58
20170219,16,48.56
20170219,17,52.35
20170219,18,48.33
20170219,19,46.01
20170219,20,32.12
20170219,21,8.99
20170219,22,2.53
20170219,23,11.58
20170220,0,20.89
20170220,1,20.62
20170220,2,23.71
20170220,3,26.12
20170220,4,28.54
20170220,5,30.79
20170220,6,30.34
20170220,7,27.49
20170220,8,17.73
20170220,9,17.95
20170220,10,20.97
20170220,11,25.22
20170220,12,29.06
20170220,13,22.71
20170220,14,20.02
20170220,15,14.63
20170220,16,11.4
20170220,17,7.81
20170220,18,4.77
20170220,19,5.11
20170220,20,2.4
20170220,21,1.03
20170220,22,6.79
20170220,23,18.95
20170221,0,28.67
20170221,1,33.68
20170221,2,39.72
20170221,3,39.8
20170221,4,38.18
20170221,5,42.23
20170221,6,45.59
20170221,7,33.63
20170221,8,13.63
20170221,9,11.54
20170221,10,33.62
20170221,11,45.89
20170221,12,55.55
20170221,13,63.31
20170221,14,68.53
20170221,15,67.98
20170221,16,68.23
20170221,17,60.77
20170221,18,46.99
20170221,19,38.54
20170221,20,25.85
20170221,21,12.63
20170221,22,17.38
20170221,23,30.58
20170222,0,37.23
20170222,1,42.84
20170222,2,48.57
20170222,3,51.3
20170222,4,53.56
20170222,5,56.71
20170222,6,57.06
20170222,7,49.89
20170222,8,47.7
20170222,9,47.94
20170222,10,49.87
20170222,11,46.04
20170222,12,48.02
20170222,13,45.82
20170222,14,45.48
20170222,15,45.75
20170222,16,48.02
20170222,17,44.58
20170222,18,44.29
20170222,19,36.23
20170222,20,42.47
20170222,21,57.95
20170222,22,54.19
20170222,23,53.24
20170223,0,39.74
20170223,1,33.65
20170223,2,38.34
20170223,3,70.62
20170223,4,68.65
20170223,5,63.29
20170223,6,62.38
20170223,7,56.67
20170223,8,52.75
20170223,9,49.84
20170223,10,53.69
20170223,11,50.24
20170223,12,48.74
20170223,13,49.19
20170223,14,52.66
20170223,15,68.73
20170223,16,70.96
20170223,17,67.24
20170223,18,67.95
20170223,19,70.86
20170223,20,71.79
20170223,21,70.5
20170223,22,72.88
20170223,23,71.56
20170224,0,76.57
20170224,1,77.05
20170224,2,78.8
20170224,3,78.68
20170224,4,78.56
20170224,5,75.93
20170224,6,76.57
20170224,7,53.36
20170224,8,34.22
20170224,9,35.36
20170224,10,39.49
20170224,11,61.14
20170224,12,69.39
20170224,13,73.57
20170224,14,79.14
20170224,15,75.95
20170224,16,78.66
20170224,17,76.98
20170224,18,72.84
20170224,19,59.21
20170224,20,49.58
20170224,21,32.95
20170224,22,17.1
20170224,23,19.12
20170225,0,24.34
20170225,1,14.69
20170225,2,33.48
20170225,3,32.65
20170225,4,26.53
20170225,5,27.19
20170225,6,24.71
20170225,7,22.04
20170225,8,23.94
20170225,9,28.58
20170225,10,37.86
20170225,11,48.1
20170225,12,50.39
20170225,13,53.71
20170225,14,54.55
20170225,15,56.01
20170225,16,57.94
20170225,17,59.99
20170225,18,56.06
20170225,19,52.27
20170225,20,64.54
20170225,21,69.79
20170225,22,60.66
20170225,23,53.7
20170226,0,50.32
20170226,1,51.16
20170226,2,48.53
20170226,3,47.49
20170226,4,52.57
20170226,5,54.17
20170226,6,55.73
20170226,7,54.99
20170226,8,56.41
20170226,9,58.26
20170226,10,57.31
20170226,11,55.09
20170226,12,55.65
20170226,13,51.83
20170226,14,49.68
20170226,15,48.65
20170226,16,47.44
20170226,17,44.04
20170226,18,44.2
20170226,19,40.9
20170226,20,39.94
20170226,21,40.4
20170226,22,42.25
20170226,23,45.37
20170227,0,54.94
20170227,1,54.05
20170227,2,55.57
20170227,3,41.92
20170227,4,45.32
20170227,5,50.78
20170227,6,55.36
20170227,7,52.08
20170227,8,58.0
20170227,9,63.27
20170227,10,63.0
20170227,11,67.61
20170227,12,63.91
20170227,13,69.17
20170227,14,62.64
20170227,15,54.08
20170227,16,49.68
20170227,17,63.64
20170227,18,66.46
20170227,19,64.79
20170227,20,67.28
20170227,21,75.13
20170227,22,78.56
20170227,23,78.92
20170228,0,79.45
20170228,1,78.16
20170228,2,80.85
20170228,3,81.67
20170228,4,82.49
20170228,5,84.22
20170228,6,79.8
20170228,7,58.44
20170228,8,69.0
20170228,9,70.25
20170228,10,71.39
20170228,11,70.71
20170228,12,70.58
20170228,13,65.51
20170228,14,64.66
20170228,15,64.93
20170228,16,58.97
20170228,17,59.43
20170228,18,52.43
20170228,19,49.34
20170228,20,48.5
20170228,21,51.78
20170228,22,60.03
20170228,23,61.83
20170301,0,62.85
20170301,1,65.57
20170301,2,64.45
20170301,3,54.15
20170301,4,52.68
20170301,5,52.08
20170301,6,50.98
20170301,7,32.94
20170301,8,47.69
20170301,9,44.72
20170301,10,42.41
20170301,11,39.73
20170301,12,52.69
20170301,13,58.61
20170301,14,56.44
20170301,15,64.16
20170301,16,61.64
20170301,17,56.41
20170301,18,47.46
20170301,19,27.98
20170301,20,51.66
20170301,21,57.58
20170301,22,48.43
20170301,23,47.27
20170302,0,48.11
20170302,1,48.63
20170302,2,47.93
20170302,3,48.59
20170302,4,57.17
20170302,5,72.59
20170302,6,75.26
20170302,7,76.42
20170302,8,72.6
20170302,9,67.36
20170302,10,68.84
20170302,11,69.04
20170302,12,67.68
20170302,13,68.16
20170302,14,68.14
20170302,15,57.81
20170302,16,56.19
20170302,17,52.84
20170302,18,50.3
20170302,19,42.13
20170302,20,43.15
20170302,21,42.47
20170302,22,56.93
20170302,23,54.04
20170303,0,54.72
20170303,1,51.3
20170303,2,46.94
20170303,3,43.29
20170303,4,34.97
20170303,5,27.87
20170303,6,28.3
20170303,7,17.55
20170303,8,8.41
20170303,9,8.65
20170303,10,16.89
20170303,11,25.75
20170303,12,37.46
20170303,13,36.85
20170303,14,36.22
20170303,15,33.63
20170303,16,34.18
20170303,17,38.42
20170303,18,31.54
20170303,19,25.29
20170303,20,17.11
20170303,21,17.8
20170303,22,25.88
20170303,23,26.22
20170304,0,23.07
20170304,1,22.91
20170304,2,23.16
20170304,3,25.24
20170304,4,27.33
20170304,5,30.01
20170304,6,31.03
20170304,7,30.1
20170304,8,27.76
20170304,9,29.26
20170304,10,23.87
20170304,11,43.25
20170304,12,51.86
20170304,13,64.79
20170304,14,68.56
20170304,15,65.05
20170304,16,62.43
20170304,17,56.69
20170304,18,48.88
20170304,19,41.58
20170304,20,27.68
20170304,21,27.66
20170304,22,29.44
20170304,23,46.95
20170305,0,59.94
20170305,1,56.17
20170305,2,45.84
20170305,3,42.17
20170305,4,50.11
20170305,5,58.08
20170305,6,59.82
20170305,7,60.71
20170305,8,61.67
20170305,9,62.52
20170305,10,62.79
20170305,11,65.74
20170305,12,72.56
20170305,13,74.14
20170305,14,76.63
20170305,15,76.76
20170305,16,73.41
20170305,17,68.28
20170305,18,66.32
20170305,19,61.58
20170305,20,57.21
20170305,21,51.29
20170305,22,47.66
20170305,23,40.1
20170306,0,37.9
20170306,1,34.72
20170306,2,43.85
20170306,3,52.29
20170306,4,53.82
20170306,5,57.46
20170306,6,53.63
20170306,7,40.15
20170306,8,13.01
20170306,9,7.15
20170306,10,7.97
20170306,11,30.32
20170306,12,44.74
20170306,13,56.17
20170306,14,65.38
20170306,15,68.43
20170306,16,69.39
20170306,17,77.98
20170306,18,70.15
20170306,19,56.79
20170306,20,66.1
20170306,21,47.54
20170306,22,30.28
20170306,23,22.05
20170307,0,35.31
20170307,1,41.65
20170307,2,44.64
20170307,3,45.35
20170307,4,40.32
20170307,5,41.78
20170307,6,37.53
20170307,7,21.15
20170307,8,11.96
20170307,9,16.76
20170307,10,25.7
20170307,11,27.85
20170307,12,37.88
20170307,13,46.18
20170307,14,47.42
20170307,15,58.3
20170307,16,62.44
20170307,17,59.97
20170307,18,60.21
20170307,19,50.25
20170307,20,48.53
20170307,21,49.86
20170307,22,41.21
20170307,23,42.96
20170308,0,37.93
20170308,1,41.31
20170308,2,47.21
20170308,3,31.94
20170308,4,16.68
20170308,5,20.1
20170308,6,20.79
20170308,7,17.04
20170308,8,20.05
20170308,9,29.55
20170308,10,40.41
20170308,11,44.03
20170308,12,38.37
20170308,13,28.21
20170308,14,24.52
20170308,15,21.68
20170308,16,17.08
20170308,17,31.74
20170308,18,33.32
20170308,19,34.18
20170308,20,37.27
20170308,21,33.31
20170308,22,20.25
20170308,23,13.33
20170309,0,5.05
20170309,1,3.21
20170309,2,15.29
20170309,3,23.06
20170309,4,10.09
20170309,5,2.94
20170309,6,0.02
20170309,7,-0.45
20170309,8,0.05
20170309,9,1.24
20170309,10,8.93
20170309,11,13.57
20170309,12,25.55
20170309,13,46.83
20170309,14,60.43
